SSC_CODE_2016,SSC_NAME_2016,LGA_CODE_2019,LGA_NAME_2019,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
12267,Lane Cove North,18250,Willoughby (C),0.2199265,Good,Good,0
12268,Lane Cove West,14700,Lane Cove (A),1,Good,Good,0
12269,Langley Vale,15240,Mid-Coast (A),1,Good,Good,0
12270,Lanitza,11730,Clarence Valley (A),1,Good,Good,0
12271,Lankeys Creek,13340,Greater Hume Shire (A),1,Good,Good,0
12272,Lansdowne (Canterbury-Bankstown - NSW),11570,Canterbury-Bankstown (A),1,Good,Good,0
12273,Lansdowne (Mid-Coast - NSW),15240,Mid-Coast (A),1,Good,Good,0
12274,Lansdowne Forest,15240,Mid-Coast (A),1,Good,Good,0
12275,Lansvale,12850,Fairfield (C),1,Good,Good,0
12276,Lapstone,10900,Blue Mountains (C),1,Good,Good,0
12277,Larbert,16490,Queanbeyan-Palerang Regional (A),1,Good,Good,0
12278,Largs,15050,Maitland (C),1,Good,Good,0
12279,Larnook,14550,Kyogle (A),0.0236842,Good,Good,0
12279,Larnook,14850,Lismore (C),0.9763158,Good,Good,0
12280,Larras Lee,11400,Cabonne (A),1,Good,Good,0
12281,Laughtondale,14000,Hornsby (A),1,Acceptable,Good,0
12282,Laurel Hill,17080,Snowy Valleys (A),1,Good,Good,0
12283,Laurieton,16380,Port Macquarie-Hastings (A),1,Good,Good,0
12284,Lavadia,11730,Clarence Valley (A),1,Good,Good,0
12285,Lavender Bay,15950,North Sydney (A),1,Good,Good,0
12286,Laverstock,18710,Yass Valley (A),1,Good,Good,0
12287,Lavington,10050,Albury (C),1,Good,Good,0
12288,Lawrence (NSW),11730,Clarence Valley (A),1,Good,Good,0
12289,Lawson (NSW),10900,Blue Mountains (C),1,Good,Good,0
12290,Leadville,18020,Warrumbungle Shire (A),1,Good,Good,0
12291,Leconfield,17000,Singleton (A),1,Good,Good,0
12292,Lee Creek,15270,Mid-Western Regional (A),1,Good,Good,0
12293,Leeton,14750,Leeton (A),1,Good,Good,0
12294,Leets Vale,13800,Hawkesbury (C),0.4666668,Good,Good,0
12294,Leets Vale,17420,The Hills Shire (A),0.5333332,Good,Good,0
12295,Leeville,16610,Richmond Valley (A),1,Good,Good,0
12296,Legume,17400,Tenterfield (A),1,Good,Good,0
12297,Leichhardt (NSW),14170,Inner West (A),1,Good,Good,0
12298,Lemington,17000,Singleton (A),1,Good,Good,0
12299,Lemon Tree,11650,Central Coast (C) (NSW),1,Good,Good,0
12300,Lemon Tree Passage,16400,Port Stephens (A),1,Good,Good,0
12301,Len Waters Estate,14900,Liverpool (C),1,Good,Good,0
12302,Lenaghan,15900,Newcastle (C),1,Good,Good,0
12303,Lennox Head,10250,Ballina (A),1,Good,Good,0
12304,Leonay,16350,Penrith (C),1,Good,Good,0
12305,Leppington,11450,Camden (A),0.9691693,Good,Good,0
12305,Leppington,14900,Liverpool (C),0.0308307,Good,Good,0
12306,Lerida,17640,Upper Lachlan Shire (A),1,Good,Good,0
12307,Lethbridge Park,10750,Blacktown (C),1,Good,Good,0
12308,Leumeah,11500,Campbelltown (C) (NSW),1,Good,Good,0
12309,Leura,10900,Blue Mountains (C),1,Good,Good,0
12310,Levenstrath,11730,Clarence Valley (A),1,Good,Good,0
12311,Lewinsbrook,12700,Dungog (A),1,Good,Good,0
12312,Lewis Ponds,11400,Cabonne (A),1,Good,Good,0
12313,Lewisham (NSW),14170,Inner West (A),1,Good,Good,0
12314,Leycester,14850,Lismore (C),1,Good,Good,0
12315,Liberty Grove,11520,Canada Bay (A),1,Good,Good,0
12316,Lidcombe,12380,Cumberland (A),0.9982154,Good,Good,0
12316,Lidcombe,16260,Parramatta (C),0.0017846,Good,Good,1
12317,Liddell,17000,Singleton (A),1,Good,Good,0
12318,Lidsdale,14870,Lithgow (C),1,Good,Good,0
12319,Lidster,11400,Cabonne (A),1,Good,Good,0
12320,Lightning Ridge,17900,Walgett (A),1,Good,Good,0
12321,Lilli Pilli (Eurobodalla - NSW),12750,Eurobodalla (A),1,Good,Good,0
12322,Lilli Pilli (Sutherland Shire - NSW),17150,Sutherland Shire (A),1,Good,Good,0
12323,Lillian Rock,14550,Kyogle (A),1,Good,Good,0
12324,Lilydale (NSW),11730,Clarence Valley (A),1,Good,Good,0
12325,Lilyfield,14170,Inner West (A),1,Good,Good,0
12326,Lilyvale (NSW),18450,Wollongong (C),1,Good,Good,0
12327,Limbri,17310,Tamworth Regional (A),1,Good,Good,0
12328,Limeburners Creek (Mid-Coast - NSW),15240,Mid-Coast (A),1,Good,Good,0
12329,Limeburners Creek (Port Macquarie-Hastings - NSW),16380,Port Macquarie-Hastings (A),1,Good,Good,0
12330,Limekilns,10470,Bathurst Regional (A),1,Good,Good,0
12331,Limerick,17640,Upper Lachlan Shire (A),1,Good,Good,0
12332,Limestone (NSW),14200,Inverell (A),1,Good,Good,0
12333,Limpinwood,17550,Tweed (A),1,Good,Good,0
12334,Linburn,15270,Mid-Western Regional (A),1,Good,Good,0
12335,Linden (NSW),10900,Blue Mountains (C),1,Good,Good,0
12336,Lindendale,14850,Lismore (C),1,Good,Good,0
12337,Lindesay,17310,Tamworth Regional (A),1,Good,Good,0
12338,Lindesay Creek,14550,Kyogle (A),1,Good,Good,0
12339,Lindfield,14500,Ku-ring-gai (A),1,Good,Good,0
12340,Lindifferon,12730,Edward River (A),1,Good,Good,0
12341,Linley Point,14700,Lane Cove (A),1,Good,Good,0
12342,Lionsville,11730,Clarence Valley (A),1,Good,Good,0
12343,Lisarow,11650,Central Coast (C) (NSW),1,Good,Good,0
12344,Lismore (NSW),14850,Lismore (C),1,Good,Good,0
12345,Lismore Heights,14850,Lismore (C),1,Good,Good,0
12346,Liston,17400,Tenterfield (A),1,Good,Good,0
12347,Lithgow,14870,Lithgow (C),1,Good,Good,0
12348,Little Back Creek,14550,Kyogle (A),1,Good,Good,0
12349,Little Bay,16550,Randwick (C),1,Good,Good,0
12350,Little Billabong,13340,Greater Hume Shire (A),1,Good,Good,0
12351,Little Forest,16950,Shoalhaven (C),1,Good,Good,0
12352,Little Hartley,14870,Lithgow (C),1,Good,Good,0
12353,Little Jacks Creek,14920,Liverpool Plains (A),1,Good,Good,0
12354,Little Jilliby,11650,Central Coast (C) (NSW),1,Good,Good,0
12355,Little Pelican,14650,Lake Macquarie (C),1,Good,Good,0
12356,Little Plain,14200,Inverell (A),1,Good,Good,0
12357,Little River (NSW),17080,Snowy Valleys (A),1,Good,Good,0
12358,Little Topar,19399,Unincorporated NSW,1,Acceptable,Good,0
12359,Little Wobby,11650,Central Coast (C) (NSW),1,Good,Good,0
12360,Littleton,14870,Lithgow (C),1,Good,Good,0
12361,Liverpool,14900,Liverpool (C),1,Good,Good,0
12362,Llanarth (NSW),10470,Bathurst Regional (A),1,Good,Good,0
12363,Llandilo,16350,Penrith (C),1,Good,Good,0
12364,Llangothlin,10130,Armidale Regional (A),1,Good,Good,0
12365,Lloyd,17750,Wagga Wagga (C),1,Good,Good,0
12366,Loadstone,14550,Kyogle (A),1,Good,Good,0
12367,Lochiel (NSW),10550,Bega Valley (A),1,Good,Good,0
12368,Lochinvar,15050,Maitland (C),1,Good,Good,0
12369,Lockhart,14950,Lockhart (A),0.9183865,Good,Good,0
12369,Lockhart,17750,Wagga Wagga (C),0.0816135,Good,Good,0
12370,Locksley (NSW),10470,Bathurst Regional (A),1,Good,Good,0
12371,Loftus,17150,Sutherland Shire (A),1,Good,Good,0
12372,Loftville,14850,Lismore (C),1,Good,Good,0
12373,Logans Crossing,16380,Port Macquarie-Hastings (A),1,Good,Good,0
12374,Logie Brae,12730,Edward River (A),0.3452381,Good,Good,0
12374,Logie Brae,15560,Murrumbidgee (A),0.6547619,Good,Good,0
12375,Londonderry (NSW),16350,Penrith (C),1,Good,Good,0
12376,Long Beach,12750,Eurobodalla (A),1,Good,Good,0
12377,Long Flat (NSW),16380,Port Macquarie-Hastings (A),1,Good,Good,0
12378,Long Jetty,11650,Central Coast (C) (NSW),1,Good,Good,0
12379,Long Plain (Inverell - NSW),14200,Inverell (A),1,Good,Good,0
12380,Long Plain (Snowy Monaro Regional - NSW),17040,Snowy Monaro Regional (A),0.5,Good,Good,0
12380,Long Plain (Snowy Monaro Regional - NSW),17080,Snowy Valleys (A),0.5,Good,Good,0
12381,Long Point (Campbelltown - NSW),11500,Campbelltown (C) (NSW),1,Good,Good,0
12382,Long Point (Singleton - NSW),17000,Singleton (A),1,Good,Good,0
12383,Longarm,17310,Tamworth Regional (A),1,Good,Good,0
12384,Longreach (NSW),16950,Shoalhaven (C),1,Good,Good,0
12385,Longueville,14700,Lane Cove (A),1,Good,Good,0
12386,Loomberah,17310,Tamworth Regional (A),1,Good,Good,0
12387,Lord Howe Island,19399,Unincorporated NSW,1,Acceptable,Good,0
12388,Lords Hill,17040,Snowy Monaro Regional (A),1,Good,Good,0
12389,Lorn,15050,Maitland (C),1,Good,Good,0
12390,Lorne (NSW),16380,Port Macquarie-Hastings (A),1,Good,Good,0
12391,Lost River,17640,Upper Lachlan Shire (A),1,Good,Good,0
12392,Lostock,12700,Dungog (A),1,Good,Good,0
12393,Louisa Creek,11730,Clarence Valley (A),1,Good,Good,0
12394,Louth,11150,Bourke (A),1,Good,Good,0
12395,Louth Park,15050,Maitland (C),1,Good,Good,0
12396,Lovedale,11720,Cessnock (C),1,Good,Good,0
12397,Lovett Bay,15990,Northern Beaches (A),1,Good,Good,0
12398,Lowanna,11800,Coffs Harbour (C),1,Good,Good,0
12399,Lower Acacia Creek,17400,Tenterfield (A),1,Good,Good,0
12400,Lower Bago,17080,Snowy Valleys (A),1,Good,Good,0
12401,Lower Belford,17000,Singleton (A),1,Good,Good,0
12402,Lower Boro,13310,Goulburn Mulwaree (A),1,Good,Good,0
12403,Lower Bottle Creek,14550,Kyogle (A),1,Good,Good,0
12404,Lower Creek,10130,Armidale Regional (A),1,Good,Good,0
12405,Lower Duck Creek,14550,Kyogle (A),1,Good,Good,0
12406,Lower Dyraaba,14550,Kyogle (A),1,Good,Good,0
12407,Lower Lewis Ponds,11400,Cabonne (A),1,Good,Good,0
12408,Lower Macdonald,13800,Hawkesbury (C),1,Good,Good,0
12409,Lower Mangrove,11650,Central Coast (C) (NSW),1,Good,Good,0
12410,Lower Pappinbarra,16380,Port Macquarie-Hastings (A),1,Good,Good,0
12411,Lower Peacock,14550,Kyogle (A),1,Good,Good,0
12412,Lower Portland,13800,Hawkesbury (C),0.5384616,Good,Good,0
12412,Lower Portland,17420,The Hills Shire (A),0.4615384,Good,Good,0
12413,Lower Southgate,11730,Clarence Valley (A),1,Good,Good,0
12414,Lowesdale,12870,Federation (A),1,Good,Good,0
12415,Lowther,14870,Lithgow (C),1,Good,Good,0
12416,Loxford,11720,Cessnock (C),1,Good,Good,0
12417,Lucas Heights,17150,Sutherland Shire (A),1,Good,Good,0
12418,Lucknow (NSW),16150,Orange (C),1,Good,Good,0
12419,Luddenham,14900,Liverpool (C),0.3658402,Good,Good,0
12419,Luddenham,16350,Penrith (C),0.6341598,Good,Good,0
12420,Lue,15270,Mid-Western Regional (A),1,Good,Good,0
12421,Lugarno,12930,Georges River (A),1,Acceptable,Good,0
12422,Lurnea,14900,Liverpool (C),1,Good,Good,0
12423,Luskintyre,15050,Maitland (C),1,Good,Good,0
12424,Lynchs Creek,14550,Kyogle (A),1,Good,Good,0
12425,Lyndhurst (Armidale Regional - NSW),10130,Armidale Regional (A),1,Good,Good,0
12426,Lyndhurst (Blayney - NSW),10850,Blayney (A),1,Good,Good,0
12427,Lynwood (NSW),10250,Ballina (A),1,Good,Good,0
12428,Mabins Well,12730,Edward River (A),0.25,Good,Good,0
12428,Mabins Well,15560,Murrumbidgee (A),0.75,Good,Good,0
12429,Macdonalds Creek,14920,Liverpool Plains (A),1,Good,Good,0
12430,Macksville,15700,Nambucca (A),1,Good,Good,0
12431,Maclean,11730,Clarence Valley (A),1,Good,Good,0
12432,Macmasters Beach,11650,Central Coast (C) (NSW),1,Good,Good,0
12433,Macquarie Fields,11500,Campbelltown (C) (NSW),1,Good,Good,0
12434,Macquarie Hills,14650,Lake Macquarie (C),1,Good,Good,0
12435,Macquarie Links,11500,Campbelltown (C) (NSW),1,Good,Good,0
12436,Macquarie Marshes,12150,Coonamble (A),1,Good,Good,0
12437,Macquarie Park,16700,Ryde (C),1,Good,Good,0
12438,Macquarie Pass,16900,Shellharbour (C),1,Good,Good,0
12439,Maddens Plains,18450,Wollongong (C),1,Good,Good,0
12440,Maffra (NSW),17040,Snowy Monaro Regional (A),1,Good,Good,0
12441,Magenta (NSW),11650,Central Coast (C) (NSW),1,Good,Good,0
12442,Magometon,12150,Coonamble (A),1,Good,Good,0
12443,Maianbar,17150,Sutherland Shire (A),1,Good,Good,0
12444,Maimuru,13910,Hilltops (A),1,Good,Good,0
12445,Main Arm,11350,Byron (A),1,Good,Good,0
12446,Main Creek,12700,Dungog (A),1,Good,Good,0
12447,Mairjimmy,15560,Murrumbidgee (A),1,Good,Good,0
12448,Maison Dieu,17000,Singleton (A),1,Good,Good,0
12449,Maitland (NSW),15050,Maitland (C),1,Good,Good,0
12450,Maitland Bar,15270,Mid-Western Regional (A),1,Good,Good,0
12451,Maitland Vale,15050,Maitland (C),1,Good,Good,0
12452,Majors Creek (NSW),16490,Queanbeyan-Palerang Regional (A),1,Good,Good,0
12453,Malabar,16550,Randwick (C),1,Good,Good,0
12454,Maldon (NSW),18400,Wollondilly (A),1,Good,Good,0
12455,Mallabula,16400,Port Stephens (A),1,Good,Good,0
12456,Mallan,15520,Murray River (A),1,Good,Good,0
12457,Mallanganee,14550,Kyogle (A),1,Good,Good,0
12458,Mallee,18200,Wentworth (A),1,Good,Good,0
12459,Mallowa,15300,Moree Plains (A),1,Good,Good,0
12460,Maloneys Beach,12750,Eurobodalla (A),1,Good,Good,0
12461,Malua Bay,12750,Eurobodalla (A),1,Good,Good,0
12462,Manar,16490,Queanbeyan-Palerang Regional (A),1,Good,Good,0
12463,Manchester Square,18350,Wingecarribee (A),1,Good,Good,0
12464,Mandagery,11400,Cabonne (A),0.6,Good,Good,0
12464,Mandagery,12900,Forbes (A),0.1571429,Good,Good,0
12464,Mandagery,16200,Parkes (A),0.2428571,Good,Good,0
12465,Mandalong,14650,Lake Macquarie (C),1,Good,Good,0
12466,Mandemar,18350,Wingecarribee (A),1,Good,Good,0
12467,Mandurama,10850,Blayney (A),0.9301676,Good,Good,0
12467,Mandurama,12350,Cowra (A),0.0698324,Good,Good,0
12468,Mangerton,18450,Wollongong (C),1,Good,Good,0
12469,Mangoola,15650,Muswellbrook (A),1,Good,Good,0
12470,Mangoplah,17750,Wagga Wagga (C),1,Good,Good,0
12471,Mangrove Creek,11650,Central Coast (C) (NSW),1,Good,Good,0
12472,Mangrove Mountain,11650,Central Coast (C) (NSW),1,Good,Good,0
12473,Manildra,11400,Cabonne (A),1,Good,Good,0
12474,Manilla,17310,Tamworth Regional (A),1,Good,Good,0
12475,Manly (NSW),15990,Northern Beaches (A),1,Good,Good,0
12476,Manly Vale,15990,Northern Beaches (A),1,Good,Good,0
12477,Mannering Park,11650,Central Coast (C) (NSW),1,Good,Good,0
12477,Mannering Park,14650,Lake Macquarie (C),0,Good,Good,1
12478,Manning Point,15240,Mid-Coast (A),1,Good,Good,0
12479,Mannus,17080,Snowy Valleys (A),1,Good,Good,0
12480,Manobalai,15650,Muswellbrook (A),0.8666667,Good,Good,0
12480,Manobalai,17620,Upper Hunter Shire (A),0.1333333,Good,Good,0
12481,Manton (NSW),18710,Yass Valley (A),1,Good,Good,0
12482,Manyana,16950,Shoalhaven (C),1,Good,Good,0
12483,Maragle,17080,Snowy Valleys (A),1,Good,Good,0
12484,Maraylya,13800,Hawkesbury (C),0.692679,Good,Good,0
12484,Maraylya,17420,The Hills Shire (A),0.307321,Good,Good,0
12485,Marayong,10750,Blacktown (C),1,Good,Good,0
12486,March,11400,Cabonne (A),1,Good,Good,0
12487,Marchmont,18710,Yass Valley (A),1,Good,Good,0
12488,Mardi,11650,Central Coast (C) (NSW),1,Good,Good,0
12489,Marengo (NSW),11730,Clarence Valley (A),1,Good,Good,0
12490,Mares Run,15240,Mid-Coast (A),1,Good,Good,0
12491,Marinna,14300,Junee (A),1,Good,Good,0
12492,Marks Point,14650,Lake Macquarie (C),1,Good,Good,0
12493,Markwell,15240,Mid-Coast (A),1,Good,Good,0
12494,Marlee,15240,Mid-Coast (A),1,Good,Good,0
12495,Marlo Merrican,16380,Port Macquarie-Hastings (A),1,Good,Good,0
12496,Marlow,11650,Central Coast (C) (NSW),1,Good,Good,0
12497,Marlowe,16490,Queanbeyan-Palerang Regional (A),1,Good,Good,0
12498,Marmong Point,14650,Lake Macquarie (C),1,Good,Good,0
12499,Marom Creek,10250,Ballina (A),0.1846154,Good,Good,0
12499,Marom Creek,14850,Lismore (C),0.8153846,Good,Good,0
12500,Maroota,14000,Hornsby (A),0.1932368,Acceptable,Good,0
12500,Maroota,17420,The Hills Shire (A),0.8067632,Good,Good,0
12501,Maroubra,16550,Randwick (C),1,Good,Good,0
12502,Marrangaroo,14870,Lithgow (C),1,Good,Good,0
12503,Marrar,12000,Coolamon (A),0.9483696,Good,Good,0
12503,Marrar,17750,Wagga Wagga (C),0.0516304,Good,Good,0
12504,Marrickville,14170,Inner West (A),1,Good,Good,0
12505,Marsden Park,10750,Blacktown (C),1,Good,Good,0
12506,Marsfield,16700,Ryde (C),1,Good,Good,0
12507,Marshall Mount,18450,Wollongong (C),1,Good,Good,0
12508,Marshdale,12700,Dungog (A),1,Good,Good,0
12509,Marthaguy,17950,Warren (A),1,Good,Good,0
12510,Martindale,15650,Muswellbrook (A),1,Good,Good,0
12511,Martins Creek,12700,Dungog (A),1,Good,Good,0
12512,Martinsville,14650,Lake Macquarie (C),1,Good,Good,0
12513,Marulan,13310,Goulburn Mulwaree (A),1,Good,Good,0
12514,Maryland (Newcastle - NSW),15900,Newcastle (C),1,Good,Good,0
12515,Maryland (Tenterfield - NSW),17400,Tenterfield (A),1,Good,Good,0
12516,Marys Mount,13550,Gunnedah (A),1,Good,Good,0
12517,Maryvale (NSW),12390,Dubbo Regional (A),1,Good,Good,0
12518,Maryville,15900,Newcastle (C),1,Good,Good,0
12519,Mascot,10500,Bayside (A),1,Good,Good,0
12519,Mascot,14170,Inner West (A),0,Good,Good,1
12520,Matcham,11650,Central Coast (C) (NSW),1,Good,Good,0
12521,Matheson,13010,Glen Innes Severn (A),0.9999998,Good,Good,0
12521,Matheson,14200,Inverell (A),2e-07,Good,Good,1
12522,Mathoura,15520,Murray River (A),1,Good,Good,0
12523,Matong,12000,Coolamon (A),0.9606741,Good,Good,0
12523,Matong,17750,Wagga Wagga (C),0.0393259,Good,Good,0
12524,Matraville,16550,Randwick (C),1,Good,Good,0
12525,Maude (NSW),13850,Hay (A),1,Good,Good,0
12526,Maules Creek,15750,Narrabri (A),1,Good,Good,0
12527,Maxwell,17750,Wagga Wagga (C),1,Good,Good,0
12528,Maybole,13010,Glen Innes Severn (A),0.5348837,Good,Good,0
12528,Maybole,14200,Inverell (A),0.4651163,Good,Good,0
12529,Mayers Flat,15240,Mid-Coast (A),1,Good,Good,0
12530,Mayfield (Newcastle - NSW),15900,Newcastle (C),1,Good,Good,0
12531,Mayfield (Oberon - NSW),16100,Oberon (A),1,Good,Good,0
12532,Mayfield (Queanbeyan-Palerang Regional - NSW),16490,Queanbeyan-Palerang Regional (A),1,Good,Good,0
12533,Mayfield (Shoalhaven - NSW),16950,Shoalhaven (C),1,Good,Good,0
12534,Mayfield East,15900,Newcastle (C),1,Good,Good,0
12535,Mayfield North,15900,Newcastle (C),1,Good,Good,0
12536,Mayfield West,15900,Newcastle (C),1,Good,Good,0
12537,Mayrung,12730,Edward River (A),1,Good,Good,0
12538,Mays Hill,12380,Cumberland (A),0.614786,Good,Good,0
12538,Mays Hill,16260,Parramatta (C),0.385214,Good,Good,0
12539,Mayvale,17310,Tamworth Regional (A),1,Good,Good,0
12540,McCullys Gap,15650,Muswellbrook (A),1,Good,Good,0
12541,McDougalls Hill,17000,Singleton (A),1,Good,Good,0
12542,McGraths Hill,13800,Hawkesbury (C),1,Good,Good,0
12543,McKees Hill,14850,Lismore (C),0.5431755,Good,Good,0
12543,McKees Hill,16610,Richmond Valley (A),0.4568245,Good,Good,0
12544,McKellars Park,14870,Lithgow (C),1,Good,Good,0
12545,McLeans Ridges,10250,Ballina (A),0.2007722,Good,Good,0
12545,McLeans Ridges,14850,Lismore (C),0.7992278,Good,Good,0
12546,McLeods Shoot,11350,Byron (A),1,Good,Good,0
12547,McMahons Point,15950,North Sydney (A),1,Good,Good,0
12548,McMahons Reef,13910,Hilltops (A),1,Good,Good,0
12549,Meadow Flat,10470,Bathurst Regional (A),0.4839744,Good,Good,0
12549,Meadow Flat,14870,Lithgow (C),0.5160256,Good,Good,0
12550,Meadowbank (NSW),16700,Ryde (C),1,Good,Good,0
12551,Mebbin,17550,Tweed (A),1,Good,Good,0
12552,Mebul,15270,Mid-Western Regional (A),1,Good,Good,0
12553,Medlow Bath,10900,Blue Mountains (C),1,Good,Good,0
12554,Medowie,16400,Port Stephens (A),1,Good,Good,0
12555,Medway,18350,Wingecarribee (A),1,Good,Good,0
12556,Meerschaum Vale,10250,Ballina (A),1,Good,Good,0
12557,Megalong Valley,10900,Blue Mountains (C),0.6535948,Good,Good,0
12557,Megalong Valley,14870,Lithgow (C),0.3464052,Good,Good,0
12558,Megan,10600,Bellingen (A),1,Good,Good,0
12559,Melbergen,11600,Carrathool (A),1,Good,Good,0
12560,Melinga,15240,Mid-Coast (A),1,Good,Good,0
12561,Mellong,13800,Hawkesbury (C),1,Good,Good,0
12562,Mellool,15520,Murray River (A),1,Good,Good,0
12563,Melrose Park (NSW),16260,Parramatta (C),0.0025446,Good,Good,1
12563,Melrose Park (NSW),16700,Ryde (C),0.9974554,Good,Good,0
12564,Melville (NSW),15050,Maitland (C),1,Good,Good,0
12565,Memagong,13910,Hilltops (A),1,Good,Good,0
12566,Menah,15270,Mid-Western Regional (A),1,Good,Good,0
12567,Menai,17150,Sutherland Shire (A),1,Good,Good,0
12568,Menangle,18400,Wollondilly (A),1,Good,Good,0
12569,Menangle Park,11500,Campbelltown (C) (NSW),1,Good,Good,0
12570,Mendooran,12950,Gilgandra (A),0.1345133,Good,Good,0
12570,Mendooran,18020,Warrumbungle Shire (A),0.8654867,Good,Good,0
12571,Menindee,11700,Central Darling (A),0.9999997,Good,Good,0
12571,Menindee,19399,Unincorporated NSW,3e-07,Acceptable,Good,1
12572,Merah North,15750,Narrabri (A),1,Good,Good,0
12573,Merewether,15900,Newcastle (C),1,Good,Good,0
12574,Merewether Heights,15900,Newcastle (C),1,Good,Good,0
12575,Merimbula,10550,Bega Valley (A),1,Good,Good,0
12576,Meringo,12750,Eurobodalla (A),1,Good,Good,0
12577,Mernot,15240,Mid-Coast (A),1,Good,Good,0
12578,Meroo,15270,Mid-Western Regional (A),1,Good,Good,0
12579,Meroo Meadow,16950,Shoalhaven (C),1,Good,Good,0
12580,Merotherie,15270,Mid-Western Regional (A),1,Good,Good,0
12581,Merriangaah,17040,Snowy Monaro Regional (A),1,Good,Good,0
12582,Merricumbene,12750,Eurobodalla (A),1,Good,Good,0
12583,Merrigal,12950,Gilgandra (A),0.4333333,Good,Good,0
12583,Merrigal,17950,Warren (A),0.5666667,Good,Good,0
12584,Merrill,17640,Upper Lachlan Shire (A),1,Good,Good,0
12585,Merriwa (NSW),17620,Upper Hunter Shire (A),1,Good,Good,0
12586,Merriwagga,11600,Carrathool (A),1,Good,Good,0
12587,Merrygoen,18020,Warrumbungle Shire (A),1,Good,Good,0
12588,Merrylands,12380,Cumberland (A),1,Good,Good,0
12588,Merrylands,16260,Parramatta (C),0,Good,Good,1
12589,Merrylands West,12380,Cumberland (A),1,Good,Good,0
12590,Merungle Hill,14750,Leeton (A),1,Good,Good,0
12591,Meryla,18350,Wingecarribee (A),1,Good,Good,0
12592,Metford,15050,Maitland (C),1,Good,Good,0
12593,Methul,12000,Coolamon (A),1,Good,Good,0
12594,Metz,10130,Armidale Regional (A),1,Good,Good,0
12595,Miamley,14600,Lachlan (A),1,Good,Good,0
12596,Miandetta (NSW),10950,Bogan (A),1,Good,Good,0
12597,Micalo Island,11730,Clarence Valley (A),1,Good,Good,0
12598,Michelago,17040,Snowy Monaro Regional (A),1,Good,Good,0
12599,Middle Arm,13310,Goulburn Mulwaree (A),0.8586957,Good,Good,0
12599,Middle Arm,17640,Upper Lachlan Shire (A),0.1413043,Good,Good,0
12600,Middle Brook,17620,Upper Hunter Shire (A),1,Good,Good,0
12601,Middle Brother,16380,Port Macquarie-Hastings (A),1,Good,Good,0
12602,Middle Cove,18250,Willoughby (C),1,Good,Good,0
12603,Middle Dural,14000,Hornsby (A),0.2280355,Acceptable,Good,0
12603,Middle Dural,17420,The Hills Shire (A),0.7719645,Good,Good,0
12604,Middle Falbrook,17000,Singleton (A),1,Good,Good,0
12605,Middle Flat,17040,Snowy Monaro Regional (A),1,Good,Good,0
12606,Middle Pocket,11350,Byron (A),1,Good,Good,0
12607,Middleton Grange,14900,Liverpool (C),1,Good,Good,0
12608,Middlingbank,17040,Snowy Monaro Regional (A),1,Good,Good,0
12609,Midginbil,17550,Tweed (A),1,Good,Good,0
12610,Mihi,17650,Uralla (A),1,Good,Good,0
12611,Mila,17040,Snowy Monaro Regional (A),1,Good,Good,0
12612,Milbrodale,17000,Singleton (A),1,Good,Good,0
12613,Milbrulong,14950,Lockhart (A),1,Good,Good,0
12614,Milkers Flat,10470,Bathurst Regional (A),1,Good,Good,0
12615,Millah Murrah,10470,Bathurst Regional (A),1,Good,Good,0
12616,Millbank (NSW),14350,Kempsey (A),1,Good,Good,0
12617,Miller,14900,Liverpool (C),1,Good,Good,0
12618,Millers Forest,15050,Maitland (C),1,Good,Good,0
12619,Millers Point,17200,Sydney (C),1,Good,Good,0
12620,Millfield,11720,Cessnock (C),1,Good,Good,0
12621,Millie,15300,Moree Plains (A),0.7419355,Good,Good,0
12621,Millie,15750,Narrabri (A),0.2580645,Good,Good,0
12622,Millingandi,10550,Bega Valley (A),1,Good,Good,0
12623,Millthorpe,10850,Blayney (A),0.9351266,Good,Good,0
12623,Millthorpe,16150,Orange (C),0.0648734,Good,Good,0
12624,Milparinka,19399,Unincorporated NSW,1,Acceptable,Good,0
12625,Milperra,11570,Canterbury-Bankstown (A),1,Good,Good,0
12626,Milroy (Gunnedah - NSW),13550,Gunnedah (A),1,Good,Good,0
12627,Milroy (Mid-Western Regional - NSW),15270,Mid-Western Regional (A),1,Good,Good,0
12628,Milsons Passage,14000,Hornsby (A),1,Acceptable,Good,0
12629,Milsons Point,15950,North Sydney (A),1,Good,Good,0
12630,Milton (NSW),16950,Shoalhaven (C),1,Good,Good,0
12631,Milvale,12160,Cootamundra-Gundagai Regional (A),0.2753623,Good,Good,0
12631,Milvale,13910,Hilltops (A),0.7246377,Good,Good,0
12632,Mimosa (NSW),17350,Temora (A),1,Good,Good,0
12633,Minchinbury,10750,Blacktown (C),1,Good,Good,0
12634,Mindaribba,15050,Maitland (C),1,Good,Good,0
12635,Mingoola (NSW),17400,Tenterfield (A),1,Good,Good,0
12636,Minimbah,15240,Mid-Coast (A),1,Good,Good,0
12637,Minjary,17080,Snowy Valleys (A),1,Good,Good,0
12638,Minmi,15900,Newcastle (C),1,Good,Good,0
12639,Minnamurra,14400,Kiama (A),1,Good,Good,0
12640,Minnie Water,11730,Clarence Valley (A),1,Good,Good,0
12641,Minore,12390,Dubbo Regional (A),1,Good,Good,0
