SSC_CODE_2016,SSC_NAME_2016,LGA_CODE_2019,LGA_NAME_2019,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
60403,Moina,63210,Kentish (M),1,Good,Good,0
60404,Mole Creek,63210,Kentish (M),0,Good,Good,1
60404,Mole Creek,64210,Meander Valley (M),1,Good,Good,0
60405,Molesworth (Tas.),61510,Derwent Valley (M),1,Good,Good,0
60406,Moltema,64210,Meander Valley (M),1,Good,Good,0
60407,Montagu,61210,Circular Head (M),1,Good,Good,0
60408,Montagu Bay,61410,Clarence (C),1,Good,Good,0
60409,Montana,64210,Meander Valley (M),1,Good,Good,0
60410,Montello,60610,Burnie (C),1,Good,Good,0
60411,Montrose (Tas.),62610,Glenorchy (C),1,Good,Good,0
60412,Montumana,61210,Circular Head (M),1,Good,Good,0
60413,Moogara,61510,Derwent Valley (M),1,Good,Good,0
60414,Moonah,62610,Glenorchy (C),1,Good,Good,0
60415,Mooreville,60610,Burnie (C),1,Good,Good,0
60416,Moorina (Tas.),61810,Dorset (M),1,Good,Good,0
60417,Moorleah,65410,Waratah/Wynyard (M),1,Good,Good,0
60418,Morass Bay,61010,Central Highlands (M) (Tas.),1,Good,Good,0
60419,Moriarty,63810,Latrobe (M) (Tas.),1,Good,Good,0
60420,Mornington (Tas.),61410,Clarence (C),1,Good,Good,0
60421,Mount Direction,62210,George Town (M),0.8791666,Good,Good,0
60421,Mount Direction,64010,Launceston (C),0.1208334,Good,Good,0
60422,Mount Field,61010,Central Highlands (M) (Tas.),3.3e-06,Good,Good,1
60422,Mount Field,61510,Derwent Valley (M),0.9999967,Good,Good,0
60423,Mount Hicks,65410,Waratah/Wynyard (M),1,Good,Good,0
60424,Mount Lloyd,61510,Derwent Valley (M),1,Good,Good,0
60425,Mount Nelson,62810,Hobart (C),1,Good,Good,0
60426,Mount Roland,63210,Kentish (M),0.6666667,Good,Good,0
60426,Mount Roland,64210,Meander Valley (M),0.3333333,Good,Good,0
60427,Mount Rumney,61410,Clarence (C),1,Good,Good,0
60428,Mount Seymour,65010,Southern Midlands (M),1,Good,Good,0
60429,Mount Stuart (Tas.),62810,Hobart (C),1,Good,Good,0
60430,Mount William,60210,Break O'Day (M),0.5333333,Good,Good,0
60430,Mount William,61810,Dorset (M),0.4666667,Good,Good,0
60431,Mountain River,63010,Huon Valley (M),1,Good,Good,0
60432,Mowbray (Tas.),64010,Launceston (C),1,Good,Good,0
60433,Murdunna,65210,Tasman (M),1,Good,Good,0
60434,Musselroe Bay,61810,Dorset (M),1,Good,Good,0
60435,Myalla (Tas.),65410,Waratah/Wynyard (M),1,Good,Good,0
60436,Myrtle Bank (Tas.),64010,Launceston (C),1,Good,Good,0
60437,Nabageena,61210,Circular Head (M),1,Good,Good,0
60438,Nabowla,61810,Dorset (M),1,Good,Good,0
60439,Naracoopa,63410,King Island (M),1,Good,Good,0
60440,National Park,61010,Central Highlands (M) (Tas.),0.1486488,Good,Good,0
60440,National Park,61510,Derwent Valley (M),0.8513512,Good,Good,0
60441,Natone,60610,Burnie (C),1,Good,Good,0
60442,Needles,64210,Meander Valley (M),1,Good,Good,0
60443,Neika,63610,Kingborough (M),1,Good,Good,0
60444,Nelson Bay (Tas.),61210,Circular Head (M),1,Good,Good,0
60445,New Norfolk,61510,Derwent Valley (M),1,Good,Good,0
60446,New Town (Tas.),62610,Glenorchy (C),0.0073421,Good,Good,1
60446,New Town (Tas.),62810,Hobart (C),0.9926579,Good,Good,0
60447,Newnham,64010,Launceston (C),1,Good,Good,0
60448,Newstead (Tas.),64010,Launceston (C),1,Good,Good,0
60449,Nicholls Rivulet,63010,Huon Valley (M),1,Good,Good,0
60450,Nietta,60810,Central Coast (M) (Tas.),1,Good,Good,0
60451,Nile,64610,Northern Midlands (M),1,Good,Good,0
60452,Nook,63210,Kentish (M),1,Good,Good,0
60453,North Bruny,63610,Kingborough (M),1,Good,Good,0
60454,North Hobart,62810,Hobart (C),1,Good,Good,0
60455,North Lilydale,61810,Dorset (M),1e-07,Good,Good,1
60455,North Lilydale,64010,Launceston (C),0.9999999,Good,Good,0
60456,North Motton,60810,Central Coast (M) (Tas.),1,Good,Good,0
60457,North Scottsdale,61810,Dorset (M),1,Good,Good,0
60458,Northdown,63810,Latrobe (M) (Tas.),1,Good,Good,0
60459,Norwood (Tas.),64010,Launceston (C),1,Good,Good,0
60460,Notley Hills,65810,West Tamar (M),1,Good,Good,0
60461,Nowhere Else,63210,Kentish (M),1,Good,Good,0
60462,Nubeena,65210,Tasman (M),1,Good,Good,0
60463,Nugara,63410,King Island (M),1,Good,Good,0
60464,Nugent,62410,Glamorgan/Spring Bay (M),0.08,Good,Good,0
60464,Nugent,64810,Sorell (M),0.92,Good,Good,0
60465,Nunamara,64010,Launceston (C),1,Good,Good,0
60466,Oakdowns,61410,Clarence (C),1,Good,Good,0
60467,Oaks,64210,Meander Valley (M),1,Good,Good,0
60468,Oatlands (Tas.),65010,Southern Midlands (M),1,Good,Good,0
60469,Ocean Vista,60610,Burnie (C),1,Good,Good,0
60470,Old Beach,60410,Brighton (M),1,Good,Good,0
60471,Oldina,65410,Waratah/Wynyard (M),1,Good,Good,0
60472,Oonah,60610,Burnie (C),3.3e-06,Good,Good,1
60472,Oonah,65410,Waratah/Wynyard (M),0.9999967,Good,Good,0
60473,Opossum Bay,61410,Clarence (C),1,Good,Good,0
60474,Orford (Tas.),62410,Glamorgan/Spring Bay (M),1,Good,Good,0
60475,Orielton,61410,Clarence (C),0.1117318,Good,Good,0
60475,Orielton,64810,Sorell (M),0.8882682,Good,Good,0
60476,Osmaston,64210,Meander Valley (M),1,Good,Good,0
60477,Osterley (Tas.),61010,Central Highlands (M) (Tas.),1,Good,Good,0
60478,Otago,60410,Brighton (M),0,Good,Good,1
60478,Otago,61410,Clarence (C),1,Good,Good,0
60479,Ouse,61010,Central Highlands (M) (Tas.),1,Good,Good,0
60480,Oyster Cove (Tas.),63010,Huon Valley (M),0,Good,Good,1
60480,Oyster Cove (Tas.),63610,Kingborough (M),1,Good,Good,0
60481,Palana,62010,Flinders (M) (Tas.),1,Good,Good,0
60482,Paloona,61610,Devonport (C),0.9344258,Good,Good,0
60482,Paloona,63210,Kentish (M),0.0655742,Good,Good,0
60483,Paradise (Tas.),63210,Kentish (M),1,Good,Good,0
60484,Parattah,65010,Southern Midlands (M),1,Good,Good,0
60485,Park Grove,60610,Burnie (C),1,Good,Good,0
60486,Parkham,64210,Meander Valley (M),0.9999999,Good,Good,0
60486,Parkham,65810,West Tamar (M),1e-07,Good,Good,1
60487,Parklands (Tas.),60610,Burnie (C),1,Good,Good,0
60488,Parrawe,60610,Burnie (C),0.25,Good,Good,0
60488,Parrawe,65410,Waratah/Wynyard (M),0.75,Good,Good,0
60489,Patersonia,64010,Launceston (C),1,Good,Good,0
60490,Pawleena,64810,Sorell (M),1,Good,Good,0
60491,Pawtella,65010,Southern Midlands (M),1,Good,Good,0
60492,Pearshape,63410,King Island (M),1,Good,Good,0
60493,Pegarah,63410,King Island (M),1,Good,Good,0
60494,Pelham (Tas.),61010,Central Highlands (M) (Tas.),0.9999997,Good,Good,0
60494,Pelham (Tas.),65010,Southern Midlands (M),3e-07,Good,Good,1
60495,Pelverata,63010,Huon Valley (M),1,Good,Good,0
60496,Penguin,60810,Central Coast (M) (Tas.),1,Good,Good,0
60497,Penna,61410,Clarence (C),0,Good,Good,1
60497,Penna,64810,Sorell (M),1,Good,Good,0
60498,Perth (Tas.),64610,Northern Midlands (M),1,Good,Good,0
60499,Petcheys Bay,63010,Huon Valley (M),1,Good,Good,0
60500,Pioneer (Tas.),61810,Dorset (M),1,Good,Good,0
60501,Pipers Brook,61810,Dorset (M),1e-07,Good,Good,1
60501,Pipers Brook,62210,George Town (M),0.8817201,Good,Good,0
60501,Pipers Brook,64010,Launceston (C),0.1182798,Good,Good,0
60502,Pipers River,62210,George Town (M),1,Good,Good,0
60502,Pipers River,64010,Launceston (C),0,Good,Good,1
60503,Plenty (Tas.),61510,Derwent Valley (M),1,Good,Good,0
60504,Poatina,64610,Northern Midlands (M),1,Good,Good,0
60505,Police Point,63010,Huon Valley (M),1,Good,Good,0
60506,Pontville,60410,Brighton (M),0.9106858,Good,Good,0
60506,Pontville,65010,Southern Midlands (M),0.0893142,Good,Good,0
60507,Pontypool,62410,Glamorgan/Spring Bay (M),1,Good,Good,0
60508,Port Arthur (Tas.),65210,Tasman (M),1,Good,Good,0
60509,Port Huon,63010,Huon Valley (M),1,Good,Good,0
60510,Port Latta,61210,Circular Head (M),1,Good,Good,0
60511,Port Sorell,63810,Latrobe (M) (Tas.),1,Good,Good,0
60512,Powranna,64610,Northern Midlands (M),1,Good,Good,0
60513,Premaydena,65210,Tasman (M),1,Good,Good,0
60514,Preolenna,65410,Waratah/Wynyard (M),1,Good,Good,0
60515,Preservation Bay,60810,Central Coast (M) (Tas.),1,Good,Good,0
60516,Preston (Tas.),60810,Central Coast (M) (Tas.),1,Good,Good,0
60517,Primrose Sands,64810,Sorell (M),1,Good,Good,0
60518,Promised Land,63210,Kentish (M),1,Good,Good,0
60519,Prospect (Tas.),64010,Launceston (C),1,Good,Good,0
60520,Prospect Vale,64210,Meander Valley (M),1,Good,Good,0
60521,Punchbowl (Tas.),64010,Launceston (C),1,Good,Good,0
60522,Pyengana,60210,Break O'Day (M),1,Good,Good,0
60523,Quamby Bend,64210,Meander Valley (M),1,Good,Good,0
60524,Quamby Brook,64210,Meander Valley (M),1,Good,Good,0
60525,Queens Domain,62810,Hobart (C),1,Good,Good,0
60526,Queenstown (Tas.),65610,West Coast (M),1,Good,Good,0
60527,Quoiba,61610,Devonport (C),1,Good,Good,0
60528,Railton,63210,Kentish (M),1,Good,Good,0
60528,Railton,63810,Latrobe (M) (Tas.),0,Good,Good,1
60529,Raminea,63010,Huon Valley (M),1,Good,Good,0
60530,Randalls Bay,63010,Huon Valley (M),1,Good,Good,0
60531,Ranelagh,63010,Huon Valley (M),1,Good,Good,0
60532,Ranga,62010,Flinders (M) (Tas.),1,Good,Good,0
60533,Ravenswood (Tas.),64010,Launceston (C),1,Good,Good,0
60534,Recherche,63010,Huon Valley (M),1,Good,Good,0
60535,Red Hills,64210,Meander Valley (M),1,Good,Good,0
60536,Redpa,61210,Circular Head (M),1,Good,Good,0
60537,Reedy Marsh,64210,Meander Valley (M),1,Good,Good,0
60538,Reekara,63410,King Island (M),1,Good,Good,0
60539,Relbia,64010,Launceston (C),0.8764881,Good,Good,0
60539,Relbia,64610,Northern Midlands (M),0.1235119,Good,Good,0
60540,Renison Bell,65610,West Coast (M),1,Good,Good,0
60541,Retreat (Tas.),62210,George Town (M),1.5e-06,Good,Good,1
60541,Retreat (Tas.),64010,Launceston (C),0.9999985,Good,Good,0
60542,Reynolds Neck,61010,Central Highlands (M) (Tas.),1,Good,Good,0
60543,Rheban,62410,Glamorgan/Spring Bay (M),1,Good,Good,0
60544,Rhyndaston,65010,Southern Midlands (M),1,Good,Good,0
60545,Riana,60810,Central Coast (M) (Tas.),1,Good,Good,0
60546,Richmond (Tas.),61410,Clarence (C),1,Good,Good,0
60547,Ridgeway,62810,Hobart (C),1,Good,Good,0
60548,Ridgley,60610,Burnie (C),1,Good,Good,0
60549,Ringarooma,61810,Dorset (M),1,Good,Good,0
60550,Risdon,61410,Clarence (C),1,Good,Good,0
60551,Risdon Vale,61410,Clarence (C),1,Good,Good,0
60552,Riverside (Tas.),65810,West Tamar (M),1,Good,Good,0
60553,Robigana,65810,West Tamar (M),1,Good,Good,0
60554,Rocherlea,64010,Launceston (C),1,Good,Good,0
60555,Roches Beach,61410,Clarence (C),1,Good,Good,0
60556,Rocky Cape,61210,Circular Head (M),1,Good,Good,0
60556,Rocky Cape,65410,Waratah/Wynyard (M),0,Good,Good,1
60557,Rocky Hills,62410,Glamorgan/Spring Bay (M),1,Good,Good,0
60558,Roger River,61210,Circular Head (M),1,Good,Good,0
60559,Rokeby (Tas.),61410,Clarence (C),1,Good,Good,0
60560,Roland,63210,Kentish (M),1,Good,Good,0
60561,Romaine,60610,Burnie (C),1,Good,Good,0
60562,Rose Bay (Tas.),61410,Clarence (C),1,Good,Good,0
60563,Rosebery (Tas.),65610,West Coast (M),1,Good,Good,0
60564,Rosegarland,61510,Derwent Valley (M),1,Good,Good,0
60565,Rosetta,62610,Glenorchy (C),1,Good,Good,0
60566,Rosevale (Tas.),64210,Meander Valley (M),0.9999999,Good,Good,0
60566,Rosevale (Tas.),65810,West Tamar (M),1e-07,Good,Good,1
60567,Rosevears,65810,West Tamar (M),1,Good,Good,0
60568,Rosny,61410,Clarence (C),1,Good,Good,0
60569,Rosny Park,61410,Clarence (C),1,Good,Good,0
60570,Ross (Tas.),64610,Northern Midlands (M),1,Good,Good,0
60571,Rossarden,64610,Northern Midlands (M),1,Good,Good,0
60572,Round Hill (Tas.),60610,Burnie (C),1,Good,Good,0
60573,Rowella,65810,West Tamar (M),1,Good,Good,0
60574,Royal George,60210,Break O'Day (M),0.0697673,Good,Good,0
60574,Royal George,62410,Glamorgan/Spring Bay (M),7e-07,Good,Good,1
60574,Royal George,64610,Northern Midlands (M),0.930232,Good,Good,0
60575,Runnymede (Tas.),62410,Glamorgan/Spring Bay (M),0.0461538,Good,Good,0
60575,Runnymede (Tas.),65010,Southern Midlands (M),0.9538462,Good,Good,0
60576,Rushy Lagoon,61810,Dorset (M),1,Good,Good,0
60577,Saltwater River,65210,Tasman (M),1,Good,Good,0
60578,Sandfly,63610,Kingborough (M),1,Good,Good,0
60579,Sandford (Tas.),61410,Clarence (C),1,Good,Good,0
60580,Sandy Bay,62810,Hobart (C),1,Good,Good,0
60581,Sassafras (Tas.),63810,Latrobe (M) (Tas.),1,Good,Good,0
60581,Sassafras (Tas.),64210,Meander Valley (M),0,Good,Good,1
60582,Savage River,65410,Waratah/Wynyard (M),1,Good,Good,0
60583,Scamander,60210,Break O'Day (M),1,Good,Good,0
60584,Scopus,61210,Circular Head (M),1,Good,Good,0
60585,Scotchtown,61210,Circular Head (M),1,Good,Good,0
60586,Scottsdale,61810,Dorset (M),1,Good,Good,0
60587,Sea Elephant,63410,King Island (M),1,Good,Good,0
60588,Selbourne,64210,Meander Valley (M),0.9999997,Good,Good,0
60588,Selbourne,65810,West Tamar (M),3e-07,Good,Good,1
60589,Seven Mile Beach,61410,Clarence (C),1,Good,Good,0
60589,Seven Mile Beach,64810,Sorell (M),0,Good,Good,1
60590,Seymour (Tas.),60210,Break O'Day (M),1,Good,Good,0
60591,Shannon (Tas.),61010,Central Highlands (M) (Tas.),1,Good,Good,0
60592,Shearwater,63810,Latrobe (M) (Tas.),1,Good,Good,0
60593,Sheffield,63210,Kentish (M),1,Good,Good,0
60594,Shorewell Park,60610,Burnie (C),1,Good,Good,0
60595,Sidmouth,65810,West Tamar (M),1,Good,Good,0
60596,Simpsons Bay,63610,Kingborough (M),1,Good,Good,0
60597,Sisters Beach,65410,Waratah/Wynyard (M),1,Good,Good,0
60598,Sisters Creek,61210,Circular Head (M),1e-07,Good,Good,1
60598,Sisters Creek,65410,Waratah/Wynyard (M),0.9999999,Good,Good,0
60599,Sloping Main,65210,Tasman (M),1,Good,Good,0
60600,Smithton,61210,Circular Head (M),1,Good,Good,0
60601,Snug,63010,Huon Valley (M),0,Good,Good,1
60601,Snug,63610,Kingborough (M),1,Good,Good,0
60602,Somerset (Tas.),65410,Waratah/Wynyard (M),1,Good,Good,0
60603,Sorell,64810,Sorell (M),1,Good,Good,0
60604,Sorell Creek,61510,Derwent Valley (M),1,Good,Good,0
60605,South Arm (Tas.),61410,Clarence (C),1,Good,Good,0
60606,South Bruny,63610,Kingborough (M),1,Good,Good,0
60607,South Burnie,60610,Burnie (C),1,Good,Good,0
60608,South Forest,61210,Circular Head (M),1,Good,Good,0
60609,South Hobart,62810,Hobart (C),1,Good,Good,0
60610,South Launceston,64010,Launceston (C),1,Good,Good,0
60611,South Mount Cameron,61810,Dorset (M),1,Good,Good,0
60612,South Nietta,60810,Central Coast (M) (Tas.),0.9999989,Good,Good,0
60612,South Nietta,63210,Kentish (M),1.1e-06,Good,Good,1
60613,South Preston,60810,Central Coast (M) (Tas.),1,Good,Good,0
60614,South Riana,60810,Central Coast (M) (Tas.),1,Good,Good,0
60615,South Spreyton,63210,Kentish (M),1,Good,Good,0
60616,South Springfield,61810,Dorset (M),1,Good,Good,0
60617,Southport (Tas.),63010,Huon Valley (M),1,Good,Good,0
60618,Southport Lagoon,63010,Huon Valley (M),1,Good,Good,0
60619,Southwest,61010,Central Highlands (M) (Tas.),2e-06,Good,Good,1
60619,Southwest,61510,Derwent Valley (M),0.9999033,Good,Good,0
60619,Southwest,63010,Huon Valley (M),5.53e-05,Good,Good,1
60619,Southwest,65610,West Coast (M),3.93e-05,Good,Good,1
60620,Spalford,60810,Central Coast (M) (Tas.),1,Good,Good,0
60621,Sprent,60810,Central Coast (M) (Tas.),1,Good,Good,0
60622,Spreyton,61610,Devonport (C),0.9104389,Good,Good,0
60622,Spreyton,63810,Latrobe (M) (Tas.),0.0895611,Good,Good,0
60623,Spring Beach,62410,Glamorgan/Spring Bay (M),1,Good,Good,0
60624,Springfield (Tas.),61810,Dorset (M),0.9999999,Good,Good,0
60624,Springfield (Tas.),64010,Launceston (C),1e-07,Good,Good,1
60625,Squeaking Point,63810,Latrobe (M) (Tas.),1,Good,Good,0
60626,St Helens (Tas.),60210,Break O'Day (M),1,Good,Good,0
60627,St Leonards (Tas.),64010,Launceston (C),1,Good,Good,0
60628,St Marys (Tas.),60210,Break O'Day (M),1,Good,Good,0
60629,Stanley (Tas.),61210,Circular Head (M),1,Good,Good,0
60630,Staverton,63210,Kentish (M),1,Good,Good,0
60631,Steppes,61010,Central Highlands (M) (Tas.),1,Good,Good,0
60632,Stieglitz,60210,Break O'Day (M),1,Good,Good,0
60633,Stonehenge (Tas.),65010,Southern Midlands (M),1,Good,Good,0
60634,Stonor,65010,Southern Midlands (M),1,Good,Good,0
60635,Stony Head,62210,George Town (M),1,Good,Good,0
60636,Stony Rise,61610,Devonport (C),1,Good,Good,0
60637,Stoodley,63210,Kentish (M),1,Good,Good,0
60638,Stormlea,65210,Tasman (M),1,Good,Good,0
60639,Stowport,60610,Burnie (C),1,Good,Good,0
60640,Strahan,65610,West Coast (M),1,Good,Good,0
60641,Strathblane,63010,Huon Valley (M),1,Good,Good,0
60642,Strickland,61010,Central Highlands (M) (Tas.),1,Good,Good,0
60643,Strzelecki (Tas.),62010,Flinders (M) (Tas.),1,Good,Good,0
60644,Styx,61510,Derwent Valley (M),1,Good,Good,0
60645,Sulphur Creek,60810,Central Coast (M) (Tas.),1,Good,Good,0
60646,Summerhill,64010,Launceston (C),0.9708029,Good,Good,0
60646,Summerhill,64210,Meander Valley (M),0.0291971,Good,Good,0
60647,Sunnyside (Tas.),63210,Kentish (M),1,Good,Good,0
60648,Surges Bay,63010,Huon Valley (M),1,Good,Good,0
60649,Surprise Bay,63410,King Island (M),1,Good,Good,0
60650,Surveyors Bay,63010,Huon Valley (M),1,Good,Good,0
60651,Swan Bay (Tas.),64010,Launceston (C),1,Good,Good,0
60652,Swan Point,65810,West Tamar (M),1,Good,Good,0
60653,Swansea (Tas.),62410,Glamorgan/Spring Bay (M),1,Good,Good,0
60654,Swanston,65010,Southern Midlands (M),1,Good,Good,0
60655,Table Cape,65410,Waratah/Wynyard (M),1,Good,Good,0
60656,Takone,65410,Waratah/Wynyard (M),1,Good,Good,0
60657,Talawa,61810,Dorset (M),1,Good,Good,0
60658,Taranna,65210,Tasman (M),1,Good,Good,0
60659,Targa,64010,Launceston (C),1,Good,Good,0
60660,Tarleton,63810,Latrobe (M) (Tas.),1,Good,Good,0
60661,Taroona,63610,Kingborough (M),1,Good,Good,0
60662,Tarraleah,61010,Central Highlands (M) (Tas.),1,Good,Good,0
60663,Tayene,61810,Dorset (M),1.4e-06,Good,Good,1
60663,Tayene,64010,Launceston (C),0.9999986,Good,Good,0
60664,Tea Tree,60410,Brighton (M),0.7642857,Good,Good,0
60664,Tea Tree,65010,Southern Midlands (M),0.2357143,Good,Good,0
60665,Telita,61810,Dorset (M),1,Good,Good,0
60666,Temma,61210,Circular Head (M),1,Good,Good,0
60667,Tewkesbury,60610,Burnie (C),1,Good,Good,0
60668,The Gardens (Tas.),60210,Break O'Day (M),1,Good,Good,0
60669,Thirlstane,63810,Latrobe (M) (Tas.),1,Good,Good,0
60670,Tiberias,65010,Southern Midlands (M),1,Good,Good,0
60671,Tinderbox,63610,Kingborough (M),1,Good,Good,0
60672,Tods Corner,61010,Central Highlands (M) (Tas.),1,Good,Good,0
60673,Togari,61210,Circular Head (M),1,Good,Good,0
60674,Toiberry,64610,Northern Midlands (M),1,Good,Good,0
60675,Tolmans Hill,62810,Hobart (C),1,Good,Good,0
60676,Tomahawk,61810,Dorset (M),1,Good,Good,0
60677,Tonganah,61810,Dorset (M),1,Good,Good,0
60678,Tooms Lake,62410,Glamorgan/Spring Bay (M),3.3e-06,Good,Good,1
60678,Tooms Lake,64610,Northern Midlands (M),0.9999967,Good,Good,0
60679,Tranmere (Tas.),61410,Clarence (C),1,Good,Good,0
60680,Travellers Rest,64210,Meander Valley (M),1,Good,Good,0
60681,Trenah,61810,Dorset (M),1,Good,Good,0
60682,Trevallyn,64010,Launceston (C),0.4032046,Good,Good,0
60682,Trevallyn,65810,West Tamar (M),0.5967954,Good,Good,0
60683,Triabunna,62410,Glamorgan/Spring Bay (M),1,Good,Good,0
60684,Trial Harbour,65610,West Coast (M),1,Good,Good,0
60685,Trowutta,61210,Circular Head (M),1,Good,Good,0
60686,Tugrah,61610,Devonport (C),1,Good,Good,0
60687,Tulendeena,61810,Dorset (M),1,Good,Good,0
60688,Tullah,65610,West Coast (M),1,Good,Good,0
60689,Tunbridge,64610,Northern Midlands (M),0.1164386,Good,Good,0
60689,Tunbridge,65010,Southern Midlands (M),0.8835614,Good,Good,0
60690,Tunnack,65010,Southern Midlands (M),1,Good,Good,0
60691,Tunnel,64010,Launceston (C),1,Good,Good,0
60692,Turners Beach,60810,Central Coast (M) (Tas.),1,Good,Good,0
60693,Turners Marsh,64010,Launceston (C),1,Good,Good,0
60694,Tyenna (Tas.),61510,Derwent Valley (M),1,Good,Good,0
60695,Ulverstone,60810,Central Coast (M) (Tas.),1,Good,Good,0
60696,Underwood (Tas.),64010,Launceston (C),1,Good,Good,0
60697,Upper Blessington,60210,Break O'Day (M),2e-07,Good,Good,1
60697,Upper Blessington,64010,Launceston (C),0.9999998,Good,Good,0
60698,Upper Burnie,60610,Burnie (C),1,Good,Good,0
60699,Upper Castra,60810,Central Coast (M) (Tas.),1,Good,Good,0
60700,Upper Esk,60210,Break O'Day (M),0.9999996,Good,Good,0
60700,Upper Esk,61810,Dorset (M),4e-07,Good,Good,1
60701,Upper Natone,60610,Burnie (C),1,Good,Good,0
60702,Upper Scamander,60210,Break O'Day (M),1,Good,Good,0
60703,Upper Stowport,60610,Burnie (C),1,Good,Good,0
60704,Upper Woodstock,63010,Huon Valley (M),1,Good,Good,0
60705,Uxbridge,61510,Derwent Valley (M),1,Good,Good,0
60706,Verona Sands,63010,Huon Valley (M),1,Good,Good,0
60707,Victoria Valley (Tas.),61010,Central Highlands (M) (Tas.),1,Good,Good,0
60708,Waddamana,61010,Central Highlands (M) (Tas.),1,Good,Good,0
60709,Walls Of Jerusalem,61010,Central Highlands (M) (Tas.),0.5238095,Good,Good,0
60709,Walls Of Jerusalem,64210,Meander Valley (M),0.4761905,Good,Good,0
60710,Waratah (Tas.),65410,Waratah/Wynyard (M),1,Good,Good,0
60711,Warrane,61410,Clarence (C),1,Good,Good,0
60712,Warrentinna,61810,Dorset (M),1,Good,Good,0
60713,Waterhouse,61810,Dorset (M),1,Good,Good,0
60714,Waterloo (Tas.),63010,Huon Valley (M),1,Good,Good,0
60715,Wattle Grove (Tas.),63010,Huon Valley (M),1,Good,Good,0
60716,Wattle Hill (Tas.),64810,Sorell (M),1,Good,Good,0
60717,Waverley (Tas.),64010,Launceston (C),1,Good,Good,0
60718,Wayatinah,61010,Central Highlands (M) (Tas.),1,Good,Good,0
60719,Weegena,63210,Kentish (M),0.0537634,Good,Good,0
60719,Weegena,64210,Meander Valley (M),0.9462366,Good,Good,0
60720,Weetah,64210,Meander Valley (M),1,Good,Good,0
60721,Weldborough,60210,Break O'Day (M),1,Good,Good,0
60722,Wellington Park,61510,Derwent Valley (M),0.2777778,Good,Good,0
60722,Wellington Park,62610,Glenorchy (C),0.3888889,Good,Good,0
60722,Wellington Park,62810,Hobart (C),0.1666667,Good,Good,0
60722,Wellington Park,63010,Huon Valley (M),0.1111111,Good,Good,0
60722,Wellington Park,63610,Kingborough (M),0.0555556,Good,Good,0
60723,Wesley Vale,63810,Latrobe (M) (Tas.),1,Good,Good,0
60724,West Coast,61210,Circular Head (M),0.0010853,Good,Good,1
60724,West Coast,63210,Kentish (M),3.3e-06,Good,Good,1
60724,West Coast,65410,Waratah/Wynyard (M),0.9987782,Good,Good,0
60724,West Coast,65610,West Coast (M),0.0001332,Good,Good,1
60725,West Hobart,62810,Hobart (C),1,Good,Good,0
60726,West Kentish,63210,Kentish (M),1,Good,Good,0
60727,West Launceston,64010,Launceston (C),1,Good,Good,0
60728,West Montagu,61210,Circular Head (M),1,Good,Good,0
60729,West Moonah,62610,Glenorchy (C),1,Good,Good,0
60730,West Mooreville,60610,Burnie (C),1,Good,Good,0
60731,West Pine,60810,Central Coast (M) (Tas.),1,Good,Good,0
60732,West Ridgley,60610,Burnie (C),1,Good,Good,0
60733,West Scottsdale,61810,Dorset (M),1,Good,Good,0
60734,West Takone,61210,Circular Head (M),8e-07,Good,Good,1
60734,West Takone,65410,Waratah/Wynyard (M),0.9999992,Good,Good,0
60735,West Ulverstone,60810,Central Coast (M) (Tas.),1,Good,Good,0
60736,Westbury (Tas.),64210,Meander Valley (M),1,Good,Good,0
60737,Western Creek (Tas.),64210,Meander Valley (M),1,Good,Good,0
60738,Western Junction,64610,Northern Midlands (M),1,Good,Good,0
60739,Westerway,61010,Central Highlands (M) (Tas.),0.4136363,Good,Good,0
60739,Westerway,61510,Derwent Valley (M),0.5863637,Good,Good,0
60740,Westwood (Tas.),64210,Meander Valley (M),1,Good,Good,0
60741,Weymouth,62210,George Town (M),1,Good,Good,0
60742,White Beach,65210,Tasman (M),1,Good,Good,0
60743,White Hills (Tas.),64010,Launceston (C),0.8579235,Good,Good,0
60743,White Hills (Tas.),64610,Northern Midlands (M),0.1420765,Good,Good,0
60744,Whitefoord,65010,Southern Midlands (M),1,Good,Good,0
60745,Whitemark,62010,Flinders (M) (Tas.),1,Good,Good,0
60746,Whitemore,64210,Meander Valley (M),1,Good,Good,0
60747,Wickham (Tas.),63410,King Island (M),1,Good,Good,0
60748,Wilburville,61010,Central Highlands (M) (Tas.),1,Good,Good,0
60749,Wilmot,63210,Kentish (M),1,Good,Good,0
60750,Wiltshire,61210,Circular Head (M),1,Good,Good,0
60751,Windermere (Tas.),64010,Launceston (C),1,Good,Good,0
60752,Wingaroo,62010,Flinders (M) (Tas.),1,Good,Good,0
60753,Winkleigh,65810,West Tamar (M),1,Good,Good,0
60754,Winnaleah,61810,Dorset (M),1,Good,Good,0
60755,Wivenhoe,60610,Burnie (C),1,Good,Good,0
60756,Woodbridge (Tas.),63610,Kingborough (M),1,Good,Good,0
60757,Woodbury (Tas.),65010,Southern Midlands (M),1,Good,Good,0
60758,Woodsdale,62410,Glamorgan/Spring Bay (M),1e-07,Good,Good,1
60758,Woodsdale,65010,Southern Midlands (M),0.9999999,Good,Good,0
60759,Woodstock (Tas.),63010,Huon Valley (M),1,Good,Good,0
