SA1_MAINCODE_2016,SA1_CODE_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
11501155813,11501155813,1,Good,Good,0
11501155814,11501155814,1,Good,Good,0
11501155815,11501155815,1,Good,Good,0
11501155816,11501155816,1,Good,Good,0
11501155817,11501155817,1,Good,Good,0
11501155818,11501155818,1,Good,Good,0
11501155819,11501155819,1,Good,Good,0
11501155820,11501155820,1,Good,Good,0
11501155821,11501155821,1,Good,Good,0
11501155822,11501155822,1,Good,Good,0
11501155823,11501155823,1,Good,Good,0
11501155824,11501155824,1,Good,Good,0
11501155825,11501155825,1,Good,Good,0
11501155826,11501155826,1,Good,Good,0
11501155827,11501155827,1,Good,Good,0
11501155828,11501155828,1,Good,Good,0
11501155829,11501155829,1,Good,Good,0
11501155830,11501155830,1,Good,Good,0
11501155831,11501155831,1,Good,Good,0
11501155832,11501155832,1,Good,Good,0
11501155833,11501155833,1,Good,Good,0
11501155834,11501155834,1,Good,Good,0
11501155835,11501155835,1,Good,Good,0
11501155836,11501155836,1,Good,Good,0
11501155837,11501155837,1,Good,Good,0
11501155838,11501155838,1,Good,Good,0
11501155839,11501155839,1,Good,Good,0
11501155840,11501155840,1,Good,Good,0
11501155841,11501155841,1,Good,Good,0
11501155842,11501155842,1,Good,Good,0
11501155843,11501155843,1,Good,Good,0
11501155844,11501155844,1,Good,Good,0
11501155845,11501155845,1,Good,Good,0
11501155846,11501155846,1,Good,Good,0
11501155847,11501155847,1,Good,Good,0
11501155848,11501155848,1,Good,Good,0
11501155849,11501155849,1,Good,Good,0
11501155850,11501155850,1,Good,Good,0
11501155851,11501155851,1,Good,Good,0
11501155852,11501155852,1,Good,Good,0
11501155901,11501162134,1,Good,Good,0
11501155902,11501162201,0.1038871,Poor,Good,0
11501155902,11501162202,0.0823614,Poor,Good,0
11501155902,11501162203,0.0310244,Poor,Good,0
11501155902,11501162204,0.0779702,Poor,Good,0
11501155902,11501162205,0.0562368,Poor,Good,0
11501155902,11501162207,0.0029812,Poor,Good,1
11501155902,11501162208,0.0428713,Poor,Good,0
11501155902,11501162209,0.0080054,Poor,Good,1
11501155902,11501162210,0.1223701,Poor,Good,0
11501155902,11501162212,0.0391278,Poor,Good,0
11501155902,11501162213,0.0913968,Poor,Good,0
11501155902,11501162215,0.08873,Poor,Good,0
11501155902,11501162216,0.0143974,Poor,Good,0
11501155902,11501162217,0.0443813,Poor,Good,0
11501155902,11501162219,0.0582844,Poor,Good,0
11501155902,11501162220,0.0580068,Poor,Good,0
11501155902,11501162221,0.0779676,Poor,Good,0
11501155903,11501162211,1,Good,Good,0
11501155904,11501162118,1,Good,Good,0
11501155905,11501162126,1,Good,Good,0
11501155906,11501162123,1,Good,Good,0
11501155907,11501162129,1,Good,Good,0
11501155908,11501162103,1,Good,Good,0
11501155909,11501162132,1,Good,Good,0
11501155910,11501162108,1,Good,Good,0
11501155911,11501162115,1,Good,Good,0
11501155912,11501162109,1,Good,Good,0
11501155913,11501162124,1,Good,Good,0
11501155914,11501162112,1,Good,Good,0
11501155915,11501162127,1,Good,Good,0
11501155916,11501162102,1,Good,Good,0
11501155917,11501162133,1,Good,Good,0
11501155918,11501162117,1,Good,Good,0
11501155919,11501162120,1,Good,Good,0
11501155920,11501162206,1,Good,Good,0
11501155921,11501162214,1,Good,Good,0
11501155922,11501162101,1,Good,Good,0
11501155923,11501162122,1,Good,Good,0
11501155924,11501162106,1,Good,Good,0
11501155925,11501162131,1,Good,Good,0
11501155926,11501162113,1,Good,Good,0
11501155927,11501162218,1,Good,Good,0
11501155928,11501162114,1,Good,Good,0
11501155929,11501162128,1,Good,Good,0
11501155930,11501162110,1,Good,Good,0
11501155931,11501162130,1,Good,Good,0
11501155932,11501162107,1,Good,Good,0
11501155933,11501162125,1,Good,Good,0
11501155934,11501162121,1,Good,Good,0
11501155935,11501162116,1,Good,Good,0
11501155936,11501162111,1,Good,Good,0
11501155937,11501162119,1,Good,Good,0
11501155938,11501162104,1,Good,Good,0
11501155939,11501162105,1,Good,Good,0
11502129701,11502129701,1,Good,Good,0
11502129702,11502129702,1,Good,Good,0
11502129703,11502129703,1,Good,Good,0
11502129704,11502129704,1,Good,Good,0
11502129705,11502129705,1,Good,Good,0
11502129706,11502129706,1,Good,Good,0
11502129707,11502129707,1,Good,Good,0
11502129708,11502129708,1,Good,Good,0
11502129709,11502129709,1,Good,Good,0
11502129710,11502129710,1,Good,Good,0
11502129711,11502129711,1,Good,Good,0
11502129712,11502129712,1,Good,Good,0
11502129713,11502129713,1,Good,Good,0
11502129714,11502129714,1,Good,Good,0
11502129715,11502129715,1,Good,Good,0
11502129716,11502129716,1,Good,Good,0
11502129717,11502129717,1,Good,Good,0
11502129718,11502129718,1,Good,Good,0
11502129719,11502129719,1,Good,Good,0
11502129720,11502129720,1,Good,Good,0
11502129721,11502129721,1,Good,Good,0
11502129722,11502129722,1,Good,Good,0
11502129723,11502129723,1,Good,Good,0
11502129724,11502129724,1,Good,Good,0
11502129725,11502129725,1,Good,Good,0
11502129726,11502129726,1,Good,Good,0
11502129727,11502129727,1,Good,Good,0
11502129728,11502129728,1,Good,Good,0
11502129729,11502129729,1,Good,Good,0
11502129730,11502129730,1,Good,Good,0
11502129731,11502129731,1,Good,Good,0
11502129732,11502129732,1,Good,Good,0
11502129733,11502129733,1,Good,Good,0
11502129734,11502129734,1,Good,Good,0
11502129735,11502129735,1,Good,Good,0
11502129736,11502129736,1,Good,Good,0
11502129737,11502129737,1,Good,Good,0
11502129738,11502129738,1,Good,Good,0
11502129739,11502129739,1,Good,Good,0
11502129740,11502129740,1,Good,Good,0
11502129741,11502129741,1,Good,Good,0
11502129742,11502129742,1,Good,Good,0
11502129743,11502129743,1,Good,Good,0
11502129744,11502129744,1,Good,Good,0
11502129745,11502129745,1,Good,Good,0
11502129746,11502129746,1,Good,Good,0
11502129747,11502129747,1,Good,Good,0
11502129748,11502129748,1,Good,Good,0
11502129749,11502129749,1,Good,Good,0
11502129750,11502129750,1,Good,Good,0
11502129751,11502129751,1,Good,Good,0
11502129752,11502129752,1,Good,Good,0
11502129753,11502129753,1,Good,Good,0
11502129754,11502129754,1,Good,Good,0
11502129755,11502129755,1,Good,Good,0
11502129756,11502129756,1,Good,Good,0
11502129757,11502129757,1,Good,Good,0
11502129758,11502129758,1,Good,Good,0
11502129801,11502129801,1,Good,Good,0
11502129802,11502129802,1,Good,Good,0
11502129803,11502129803,1,Good,Good,0
11502129804,11502129804,1,Good,Good,0
11502129805,11502129805,1,Good,Good,0
11502129806,11502129806,1,Good,Good,0
11502129807,11502129807,1,Good,Good,0
11502129808,11502129808,1,Good,Good,0
11502129809,11502129809,1,Good,Good,0
11502129810,11502129810,1,Good,Good,0
11502129811,11502129811,1,Good,Good,0
11502129812,11502129812,1,Good,Good,0
11502129813,11502129813,1,Good,Good,0
11502129814,11502129814,1,Good,Good,0
11502129815,11502129815,1,Good,Good,0
11502129816,11502129816,1,Good,Good,0
11502129817,11502129817,1,Good,Good,0
11503129901,11503129901,1,Good,Good,0
11503129902,11503129902,1,Good,Good,0
11503129903,11503129903,1,Good,Good,0
11503129904,11503129904,1,Good,Good,0
11503129905,11503129905,1,Good,Good,0
11503129906,11503129906,1,Good,Good,0
11503129907,11503129907,1,Good,Good,0
11503129908,11503129908,1,Good,Good,0
11503130001,11503130001,1,Good,Good,0
11503130002,11503130002,1,Good,Good,0
11503130003,11503130003,1,Good,Good,0
11503130004,11503130004,1,Good,Good,0
11503130005,11503130005,1,Good,Good,0
11503130006,11503130006,1,Good,Good,0
11503130007,11503130007,1,Good,Good,0
11503130008,11503130008,1,Good,Good,0
11503130009,11503130009,1,Good,Good,0
11503130010,11503130010,1,Good,Good,0
11503130011,11503130011,1,Good,Good,0
11503130012,11503130012,1,Good,Good,0
11503130013,11503130013,1,Good,Good,0
11503130014,11503130014,1,Good,Good,0
11503130015,11503130015,1,Good,Good,0
11503130016,11503130016,1,Good,Good,0
11503130017,11503130017,1,Good,Good,0
11503130018,11503130018,1,Good,Good,0
11503130019,11503130019,1,Good,Good,0
11503130020,11503130020,1,Good,Good,0
11503130021,11503130021,1,Good,Good,0
11503130022,11503130022,1,Good,Good,0
11503130023,11503130023,1,Good,Good,0
11503130024,11503130024,1,Good,Good,0
11503130025,11503130025,1,Good,Good,0
11503130026,11503130026,1,Good,Good,0
11503130027,11503130027,1,Good,Good,0
11503130028,11503130028,1,Good,Good,0
11503130029,11503130029,1,Good,Good,0
11503130030,11503130030,1,Good,Good,0
11503130031,11503130031,1,Good,Good,0
11503130032,11503130032,1,Good,Good,0
11503130033,11503130033,1,Good,Good,0
11503130034,11503130034,1,Good,Good,0
11503130035,11503130035,1,Good,Good,0
11503130036,11503130036,1,Good,Good,0
11503130037,11503130037,1,Good,Good,0
11503130038,11503130038,1,Good,Good,0
11503130039,11503130039,1,Good,Good,0
11503130040,11503130040,1,Good,Good,0
11503130041,11503130041,1,Good,Good,0
11503130042,11503130042,1,Good,Good,0
11503130043,11503130043,1,Good,Good,0
11503130044,11503130044,1,Good,Good,0
11503130045,11503130045,1,Good,Good,0
11503130046,11503130046,1,Good,Good,0
11503130047,11503130047,1,Good,Good,0
11503130048,11503130048,1,Good,Good,0
11503130049,11503130049,1,Good,Good,0
11503130050,11503130050,1,Good,Good,0
11503130051,11503130051,1,Good,Good,0
11503130052,11503130052,1,Good,Good,0
11503130053,11503130053,1,Good,Good,0
11503130054,11503130054,1,Good,Good,0
11503130055,11503130055,1,Good,Good,0
11503130056,11503130056,1,Good,Good,0
11503130057,11503130057,1,Good,Good,0
11503130058,11503130058,1,Good,Good,0
11503130059,11503130059,1,Good,Good,0
11503130060,11503130060,1,Good,Good,0
11503130061,11503130061,1,Good,Good,0
11503130062,11503130062,1,Good,Good,0
11503130063,11503130063,1,Good,Good,0
11504130101,11504130101,1,Good,Good,0
11504130102,11504130102,1,Good,Good,0
11504130103,11504130103,1,Good,Good,0
11504130104,11504130104,1,Good,Good,0
11504130105,11504130105,1,Good,Good,0
11504130106,11504130106,1,Good,Good,0
11504130107,11504130107,1,Good,Good,0
11504130108,11504130126,0.9037248,Good,Good,0
11504130108,11504162320,0.0962752,Poor,Good,0
11504130109,11504130109,1,Good,Good,0
11504130110,11504130110,1,Good,Good,0
11504130111,11504130111,1,Good,Good,0
11504130112,11504130112,1,Good,Good,0
11504130113,11504130113,1,Good,Good,0
11504130114,11504130114,1,Good,Good,0
11504130115,11504130115,1,Good,Good,0
11504130116,11504130116,1,Good,Good,0
11504130117,11504130129,0.0214046,Poor,Good,0
11504130117,11504130130,0.9785954,Good,Good,0
11504130118,11504130123,0.1805853,Poor,Good,0
11504130118,11504130124,0.1816698,Poor,Good,0
11504130118,11504130125,0.3226655,Poor,Good,0
11504130118,11504130127,0.1247336,Poor,Good,0
11504130118,11504130128,0.0786316,Poor,Good,0
11504130118,11504130129,0.1117142,Poor,Good,0
11504130119,11504130119,1,Good,Good,0
11504130120,11504130120,1,Good,Good,0
11504130121,11504130121,1,Good,Good,0
11504130122,11504130122,1,Good,Good,0
11504130201,11504162540,1,Good,Good,0
11504130202,11504162503,1,Good,Good,0
11504130203,11504162531,1,Good,Good,0
11504130205,11504162505,1,Good,Good,0
11504130206,11504162517,0.6028182,Poor,Good,0
11504130206,11504162528,0.3971818,Poor,Good,0
11504130207,11504162402,0.0548436,Poor,Good,0
11504130207,11504162403,0.0806135,Poor,Good,0
11504130207,11504162404,0.1880711,Poor,Good,0
11504130207,11504162412,0.0924853,Poor,Good,0
11504130207,11504162413,0.0733451,Poor,Good,0
11504130207,11504162418,0.0999763,Poor,Good,0
11504130207,11504162419,0.1085365,Poor,Good,0
11504130207,11504162420,0.062676,Poor,Good,0
11504130207,11504162421,0.0343954,Poor,Good,0
11504130207,11504162423,0.0007461,Poor,Good,1
11504130207,11504162425,0.0026431,Poor,Good,1
11504130207,11504162427,0.0718481,Poor,Good,0
11504130207,11504162429,0.048496,Poor,Good,0
11504130207,11504162432,0.081324,Poor,Good,0
11504130208,11504162306,1,Good,Good,0
11504130209,11504162323,1,Good,Good,0
11504130210,11504162401,0.005341,Poor,Good,1
11504130210,11504162405,0.0321619,Poor,Good,0
11504130210,11504162406,0.0224962,Poor,Good,0
11504130210,11504162407,0.2239796,Poor,Good,0
11504130210,11504162408,0.0709575,Poor,Good,0
11504130210,11504162414,0.0053233,Poor,Good,1
11504130210,11504162415,0.0974837,Poor,Good,0
11504130210,11504162416,0.024428,Poor,Good,0
11504130210,11504162417,0.0342793,Poor,Good,0
11504130210,11504162422,0.266766,Poor,Good,0
11504130210,11504162426,0.0051212,Poor,Good,1
11504130210,11504162428,0.0731128,Poor,Good,0
11504130210,11504162430,0.0930591,Poor,Good,0
11504130210,11504162431,0.020216,Poor,Good,0
11504130210,11504162433,0.0061993,Poor,Good,1
11504130210,11504162434,0.019075,Poor,Good,0
11504130211,11504162511,1,Good,Good,0
11504130212,11504162507,1,Good,Good,0
11504130213,11504162523,1,Good,Good,0
11504130214,11504162527,1,Good,Good,0
11504130215,11504162538,1,Good,Good,0
11504130216,11504162541,1,Good,Good,0
11504130217,11504162504,1,Good,Good,0
11504130218,11504162301,0.0053713,Poor,Good,1
11504130218,11504162310,0.3770145,Poor,Good,0
11504130218,11504162312,0.0472142,Poor,Good,0
11504130218,11504162316,0.0644561,Poor,Good,0
11504130218,11504162319,0.1199851,Poor,Good,0
11504130218,11504162324,0.3859587,Poor,Good,0
11504130219,11504162526,1,Good,Good,0
11504130220,11504162501,0.004215,Poor,Good,1
11504130220,11504162512,0.3241186,Poor,Good,0
11504130220,11504162520,0.1485001,Poor,Good,0
11504130220,11504162521,0.0992168,Poor,Good,0
11504130220,11504162522,0.1954278,Poor,Good,0
11504130220,11504162533,0.2285178,Poor,Good,0
11504130220,11504162542,3.90E-06,Poor,Good,1
11504130221,11504162301,0.1229608,Poor,Good,0
11504130221,11504162302,0.0387872,Poor,Good,0
11504130221,11504162303,0.0315146,Poor,Good,0
11504130221,11504162304,0.0481137,Poor,Good,0
11504130221,11504162305,0.0801891,Poor,Good,0
11504130221,11504162307,0.2049347,Poor,Good,0
11504130221,11504162308,0.0533325,Poor,Good,0
11504130221,11504162309,0.0320758,Poor,Good,0
11504130221,11504162311,0.0320757,Poor,Good,0
11504130221,11504162313,0.012121,Poor,Good,0
11504130221,11504162314,0.1535925,Poor,Good,0
11504130221,11504162315,0.0193936,Poor,Good,0
11504130221,11504162317,0.0320758,Poor,Good,0
11504130221,11504162318,0.0200473,Poor,Good,0
11504130221,11504162321,0.0169694,Poor,Good,0
11504130221,11504162322,0.1018161,Poor,Good,0
11504130222,11504162502,1,Good,Good,0
11504130223,11504162509,1,Good,Good,0
11504130224,11504162518,1,Good,Good,0
11504130225,11504162532,1,Good,Good,0
11504130226,11504162508,1,Good,Good,0
11504130227,11504162409,1,Good,Good,0
11504130228,11504162539,1,Good,Good,0
11504130229,11504162424,1,Good,Good,0
11504130230,11504162536,1,Good,Good,0
11504130231,11504162514,1,Good,Good,0
11504130232,11504162534,1,Good,Good,0
11504130233,11504162529,1,Good,Good,0
11504130234,11504162506,1,Good,Good,0
11504130235,11504162525,1,Good,Good,0
11504130236,11504162513,1,Good,Good,0
11504130237,11504162524,1,Good,Good,0
11504130238,11504162519,1,Good,Good,0
11504130239,11504162515,1,Good,Good,0
11504130240,11504162535,1,Good,Good,0
11504130241,11504162530,1,Good,Good,0
11504130242,11504162543,1,Good,Good,0
11504130243,11504162516,1,Good,Good,0
11504130244,11504162410,0.4707719,Poor,Good,0
11504130244,11504162411,0.5292281,Poor,Good,0
11504130245,11504162510,1,Good,Good,0
11504130246,11504162537,1,Good,Good,0
11601130301,11601130301,1,Good,Good,0
11601130302,11601130302,1,Good,Good,0
11601130303,11601130303,1,Good,Good,0
11601130304,11601130304,1,Good,Good,0
11601130305,11601130305,1,Good,Good,0
11601130306,11601130306,1,Good,Good,0
11601130307,11601130307,1,Good,Good,0
11601130308,11601130308,1,Good,Good,0
11601130309,11601130309,1,Good,Good,0
11601130310,11601130310,1,Good,Good,0
11601130311,11601130311,1,Good,Good,0
11601130312,11601130312,1,Good,Good,0
11601130313,11601130313,1,Good,Good,0
11601130314,11601130314,1,Good,Good,0
11601130315,11601130315,1,Good,Good,0
11601130316,11601130316,1,Good,Good,0
11601130317,11601130317,1,Good,Good,0
11601130318,11601130318,1,Good,Good,0
11601130319,11601130319,1,Good,Good,0
11601130320,11601130320,1,Good,Good,0
11601130321,11601130321,1,Good,Good,0
11601130322,11601130322,1,Good,Good,0
11601130323,11601130323,1,Good,Good,0
11601130324,11601130324,1,Good,Good,0
11601130325,11601130325,1,Good,Good,0
11601130326,11601130326,1,Good,Good,0
11601130327,11601130327,1,Good,Good,0
11601130328,11601130328,1,Good,Good,0
11601130329,11601130329,1,Good,Good,0
11601130330,11601130330,1,Good,Good,0
11601130332,11601130332,1,Good,Good,0
11601130333,11601130333,1,Good,Good,0
11601130334,11601130334,1,Good,Good,0
11601130335,11601130335,1,Good,Good,0
11601130336,11601130336,1,Good,Good,0
11601130337,11601130337,1,Good,Good,0
11601130338,11601130338,1,Good,Good,0
11601130339,11601130339,1,Good,Good,0
11601130340,11601130340,1,Good,Good,0
11601130341,11601130341,1,Good,Good,0
11601130342,11601130342,1,Good,Good,0
11601130343,11601130343,1,Good,Good,0
11601130344,11601130344,1,Good,Good,0
11601130401,11601130401,1,Good,Good,0
11601130402,11601130402,1,Good,Good,0
11601130403,11601130403,1,Good,Good,0
11601130404,11601130404,1,Good,Good,0
11601130405,11601130405,1,Good,Good,0
11601130406,11601130406,1,Good,Good,0
11601130407,11601130407,1,Good,Good,0
11601130408,11601130408,1,Good,Good,0
11601130409,11601130409,1,Good,Good,0
11601130410,11601130410,1,Good,Good,0
11601130411,11601130411,1,Good,Good,0
11601130412,11601130412,1,Good,Good,0
11601130413,11601130444,0.5510156,Poor,Good,0
11601130413,11601130446,0.4489844,Poor,Good,0
11601130414,11601130414,1,Good,Good,0
11601130415,11601130415,1,Good,Good,0
11601130416,11601130416,1,Good,Good,0
11601130417,11601130417,1,Good,Good,0
11601130418,11601130418,1,Good,Good,0
11601130419,11601130419,1,Good,Good,0
11601130420,11601130420,1,Good,Good,0
11601130421,11601130421,1,Good,Good,0
11601130422,11601130422,1,Good,Good,0
11601130423,11601130423,1,Good,Good,0
11601130424,11601130424,1,Good,Good,0
11601130425,11601130425,1,Good,Good,0
11601130426,11601130426,1,Good,Good,0
11601130427,11601130443,0.046243,Poor,Good,0
11601130427,11601130445,0.537572,Poor,Good,0
11601130427,11601130447,0.3815028,Poor,Good,0
11601130427,11601130448,0.0346823,Poor,Good,0
11601130428,11601130428,1,Good,Good,0
11601130429,11601130429,1,Good,Good,0
11601130430,11601130430,1,Good,Good,0
11601130431,11601130431,1,Good,Good,0
11601130432,11601130432,1,Good,Good,0
11601130433,11601130433,1,Good,Good,0
11601130434,11601130434,1,Good,Good,0
11601130435,11601130435,1,Good,Good,0
11601130436,11601130436,1,Good,Good,0
11601130437,11601130437,1,Good,Good,0
11601130438,11601130438,1,Good,Good,0
11601130439,11601130439,1,Good,Good,0
11601130440,11601130440,1,Good,Good,0
11601130441,11601130441,1,Good,Good,0
11601130442,11601130442,1,Good,Good,0
11601130601,11601130601,1,Good,Good,0
11601130602,11601130602,1,Good,Good,0
11601130604,11601130604,1,Good,Good,0
11601130605,11601130605,1,Good,Good,0
11601130606,11601130606,1,Good,Good,0
11601130607,11601130607,1,Good,Good,0
11601130608,11601130608,1,Good,Good,0
11601130609,11601130609,1,Good,Good,0
11601130610,11601130610,1,Good,Good,0
11601130611,11601130611,1,Good,Good,0
11601130612,11601130612,1,Good,Good,0
11601130613,11601130613,1,Good,Good,0
