DZN_CODE_2011,DZN_CODE_2011,LGA_CODE_2018,LGA_CODE_2018,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
411071097,411071097,48410,48410,1,Good,Good,0
411071098,411071098,48410,48410,1,Good,Good,0
411071099,411071099,48410,48410,1,Good,Good,0
411071100,411071100,48410,48410,1,Good,Good,0
411071101,411071101,48410,48410,1,Good,Good,0
411071102,411071102,48410,48410,1,Good,Good,0
411071103,411071103,42600,42600,0.0574782,Good,Good,0
411071103,411071103,48410,48410,0.9425218,Good,Good,0
411071104,411071104,48410,48410,1,Good,Good,0
411071293,411071293,48410,48410,1,Good,Good,0
411071563,411071563,48410,48410,1,Good,Good,0
411071564,411071564,48410,48410,1,Good,Good,0
411081033,411081033,48410,48410,1,Good,Good,0
411081034,411081034,48410,48410,1,Good,Good,0
411081035,411081035,48410,48410,1,Good,Good,0
411081090,411081090,48410,48410,1,Good,Good,0
411081092,411081092,48410,48410,1,Good,Good,0
411081093,411081093,48410,48410,1,Good,Good,0
411081094,411081094,48410,48410,1,Good,Good,0
411091105,411091105,41060,41060,1,Good,Good,0
411091602,411091602,41060,41060,0.1031839,Good,Good,0
411091602,411091602,48410,48410,0.8968161,Good,Good,0
411091626,411091626,48410,48410,1,Good,Good,0
411101612,411101612,40310,40310,1,Good,Good,0
411101649,411101649,40310,40310,1,Good,Good,0
411111508,411111508,43650,43650,1,Good,Good,0
411111511,411111511,43650,43650,1,Good,Good,0
411111608,411111608,43650,43650,1,Good,Good,0
411111609,411111609,43650,43650,1,Good,Good,0
411121505,411121505,40310,40310,1,Good,Good,0
411121506,411121506,40310,40310,1,Good,Good,0
411121507,411121507,40310,40310,1,Good,Good,0
411131607,411131607,40150,40150,1,Good,Good,0
411141610,411141610,40310,40310,0.9451895,Good,Good,0
411141610,411141610,43650,43650,0.0548105,Good,Good,0
411151611,411151611,40310,40310,1,Good,Good,0
411162001,411162001,41140,41140,1,Good,Good,0
411172002,411172002,41140,41140,1,Good,Good,0
411182003,411182003,41140,41140,0.0064486,Good,Good,1
411182003,411182003,42110,42110,0.9935514,Good,Good,0
411192004,411192004,40430,40430,0.2634877,Poor,Good,0
411192004,411192004,41140,41140,0.0052199,Good,Good,1
411192004,411192004,41560,41560,0.00087,Good,Good,1
411192004,411192004,46450,46450,0.0058722,Good,Good,1
411192004,411192004,48130,48130,0.7245502,Poor,Good,0
411202005,411202005,44830,44830,0.0046088,Poor,Good,1
411202005,411202005,45120,45120,0.9881492,Good,Good,0
411202005,411202005,45400,45400,0.007242,Poor,Good,1
411212006,411212006,44830,44830,0.5256964,Poor,Good,0
411212006,411212006,45400,45400,0.1552778,Poor,Good,0
411212006,411212006,45540,45540,0.3190259,Poor,Good,0
411222007,411222007,46450,46450,1,Good,Good,0
411232008,411232008,46450,46450,1,Good,Good,0
411242009,411242009,40430,40430,0.0069034,Poor,Good,1
411242009,411242009,41560,41560,0.9930966,Good,Good,0
411252010,411252010,41560,41560,1,Good,Good,0
411262011,411262011,41560,41560,1,Good,Good,0
411272012,411272012,48830,48830,0.9999984,Good,Good,0
411272012,411272012,49399,49399,6e-07,Acceptable,Good,1
411272012,411272012,,,1e-06,NA,Good,4
411282013,411282013,48830,48830,0.9999987,Good,Good,0
411282013,411282013,49399,49399,1.3e-06,Acceptable,Good,1
411292014,411292014,41010,41010,1,Acceptable,Good,0
411302015,411302015,43710,43710,0.5937943,Poor,Good,0
411302015,411302015,47910,47910,0.4058906,Poor,Good,0
411302015,411302015,49399,49399,0.0003151,Acceptable,Good,1
411312016,411312016,41190,41190,0.4212742,Poor,Good,0
411312016,411312016,41750,41750,2e-07,Poor,Good,1
411312016,411312016,41960,41960,0.2859505,Poor,Good,0
411312016,411312016,43220,43220,0.2560604,Poor,Good,0
411312016,411312016,47910,47910,2e-07,Poor,Good,1
411312016,411312016,48540,48540,0.0232995,Good,Good,0
411312016,411312016,48640,48640,0.0134147,Poor,Good,0
411312016,411312016,49399,49399,2e-07,Acceptable,Good,1
411322017,411322017,41750,41750,0.463828,Poor,Good,0
411322017,411322017,43220,43220,0.0006709,Poor,Good,1
411322017,411322017,47490,47490,0.006215,Poor,Good,1
411322017,411322017,48640,48640,0.5292857,Poor,Good,0
411322017,411322017,49399,49399,4e-07,Acceptable,Good,1
411332018,411332018,43710,43710,0.0742482,Poor,Good,0
411332018,411332018,46300,46300,0.925686,Good,Good,0
411332018,411332018,49399,49399,6.58e-05,Acceptable,Good,1
411342019,411342019,41010,41010,0.2341016,Acceptable,Good,0
411342019,411342019,47490,47490,0.5877845,Poor,Good,0
411342019,411342019,49399,49399,0.1781139,Acceptable,Good,0
411352020,411352020,44000,44000,0.6851466,Poor,Good,0
411352020,411352020,49399,49399,0.3148534,Acceptable,Good,0
411362021,411362021,48540,48540,1,Good,Good,0
411362021,411362021,49399,49399,0,Acceptable,Good,1
411372022,411372022,48540,48540,0.28,Good,Good,0
411372022,411372022,49399,49399,0.72,Acceptable,Good,0
411382023,411382023,40250,40250,0.9999996,Good,Good,0
411382023,411382023,49399,49399,4e-07,Acceptable,Good,1
411392024,411392024,41330,41330,1,Good,Good,0
411402025,411402025,41830,41830,0.7456256,Poor,Good,0
411402025,411402025,43220,43220,0.0021019,Poor,Good,1
411402025,411402025,46090,46090,0.1443069,Good,Good,0
411402025,411402025,49399,49399,0.1079656,Acceptable,Good,0
411412026,411412026,49399,49399,1,Acceptable,Good,0
411422027,411422027,46090,46090,1,Good,Good,0
411432028,411432028,46970,46970,0.9963974,Good,Good,0
411432028,411432028,49399,49399,0.0036026,Acceptable,Good,1
411441621,411441621,40220,40220,1,Good,Good,0
411441622,411441622,40220,40220,1,Good,Good,0
411441653,411441653,40220,40220,1,Good,Good,0
411441654,411441654,40220,40220,1,Good,Good,0
411452029,411452029,42750,42750,1,Good,Good,0
411461617,411461617,40220,40220,1,Good,Good,0
411471618,411471618,40220,40220,0.9843034,Good,Good,0
411471618,411471618,48050,48050,0.0090875,Good,Good,1
411471618,411471618,48750,48750,0.0066092,Acceptable,Good,1
411471652,411471652,40220,40220,1,Good,Good,0
411481619,411481619,40220,40220,0.0154354,Good,Good,0
411481619,411481619,48050,48050,0.9845646,Good,Good,0
411491620,411491620,45340,45340,2e-07,Good,Good,1
411491620,411491620,48050,48050,0.1226423,Good,Good,0
411491620,411491620,48750,48750,0.8773575,Acceptable,Good,0
411502030,411502030,42250,42250,0.9897995,Poor,Good,0
411502030,411502030,48340,48340,0.0102005,Good,Good,0
411512031,411512031,43360,43360,0.6200059,Poor,Good,0
411512031,411512031,46860,46860,0.3799941,Poor,Good,0
411522032,411522032,48340,48340,1,Good,Good,0
411532033,411532033,42250,42250,0.0903975,Poor,Good,0
411532033,411532033,44620,44620,0.9096025,Good,Good,0
411542034,411542034,45090,45090,1,Good,Good,0
411552035,411552035,45090,45090,1,Good,Good,0
411562036,411562036,48340,48340,1,Good,Good,0
411572037,411572037,47630,47630,1,Good,Good,0
411582038,411582038,42250,42250,0.002485,Poor,Good,1
411582038,411582038,48340,48340,0.9975134,Good,Good,0
411582038,411582038,,,1.6e-06,NA,Good,4
411592039,411592039,40520,40520,0.990651,Good,Good,0
411592039,411592039,49399,49399,0.009349,Acceptable,Good,1
411602040,411602040,40520,40520,1,Good,Good,0
411612041,411612041,43080,43080,0.3118247,Poor,Good,0
411612041,411612041,43790,43790,0.0045868,Acceptable,Good,1
411612041,411612041,47290,47290,0.6835878,Poor,Good,0
411612041,411612041,47800,47800,7e-07,Good,Good,1
411622042,411622042,43790,43790,1,Acceptable,Good,0
411632043,411632043,43790,43790,1,Acceptable,Good,0
411642044,411642044,43080,43080,0.0138958,Poor,Good,0
411642044,411642044,44210,44210,0.9861042,Acceptable,Good,0
411652045,411652045,45040,45040,1,Good,Good,0
411662046,411662046,44210,44210,0.1060078,Acceptable,Good,0
411662046,411662046,45040,45040,0.8939922,Good,Good,0
411672047,411672047,46670,46670,1,Good,Good,0
411682048,411682048,46670,46670,1,Good,Good,0
411692049,411692049,45040,45040,2e-07,Good,Good,1
411692049,411692049,47290,47290,0.0023475,Poor,Good,1
411692049,411692049,47800,47800,0.9976509,Good,Good,0
411692049,411692049,49399,49399,1.4e-06,Acceptable,Good,1
411702050,411702050,43790,43790,0.6799225,Acceptable,Good,0
411702050,411702050,44210,44210,0.3199102,Acceptable,Good,0
411702050,411702050,49399,49399,0.0001673,Acceptable,Good,1
510012010,510012010,50280,50280,0.9999994,Good,Good,0
510012010,510012010,56300,56300,6e-07,Good,Good,1
510012012,510012012,50280,50280,1,Good,Good,0
510022061,510022061,51260,51260,1,Good,Good,0
510022064,510022064,51260,51260,1,Good,Good,0
510022065,510022065,51260,51260,1,Good,Good,0
510022066,510022066,51260,51260,1,Good,Good,0
510032062,510032062,51260,51260,1,Good,Good,0
510032063,510032063,51260,51260,1,Good,Good,0
510032067,510032067,51260,51260,1,Good,Good,0
510042011,510042011,50280,50280,1,Good,Good,0
510042013,510042013,50280,50280,1,Good,Good,0
510052114,510052114,53990,53990,1,Good,Good,0
510052115,510052115,52660,52660,1.1e-06,Good,Good,1
510052115,510052115,53990,53990,0.9999989,Good,Good,0
510062051,510062051,51190,51190,1,Good,Good,0
510062054,510062054,51190,51190,1,Good,Good,0
510062056,510062056,51190,51190,1,Good,Good,0
510072072,510072072,51400,51400,1,Good,Good,0
510072073,510072073,51260,51260,0.0166197,Good,Good,0
510072073,510072073,51400,51400,0.9833803,Good,Good,0
510082057,510082057,51190,51190,1,Good,Good,0
510092080,510092080,51890,51890,1,Good,Good,0
510092081,510092081,51890,51890,1,Good,Good,0
510102090,510102090,52660,52660,1,Good,Good,0
510112050,510112050,51190,51190,1,Good,Good,0
510122091,510122091,51190,51190,0.0797122,Good,Good,0
510122091,510122091,52660,52660,0.9202878,Good,Good,0
510132071,510132071,51400,51400,1,Good,Good,0
510142110,510142110,53990,53990,1,Good,Good,0
510142111,510142111,53990,53990,1,Good,Good,0
510142112,510142112,53990,53990,1,Good,Good,0
510142113,510142113,53990,53990,1,Good,Good,0
510152052,510152052,51190,51190,1,Good,Good,0
510152053,510152053,51190,51190,1,Good,Good,0
510152055,510152055,51190,51190,1,Good,Good,0
510162160,510162160,58820,58820,1,Good,Good,0
510162161,510162161,58820,58820,1,Good,Good,0
510172030,510172030,50770,50770,1,Good,Good,0
510172040,510172040,50840,50840,1,Good,Good,0
510182100,510182100,52870,52870,1,Good,Good,0
510192121,510192121,55180,55180,1,Good,Good,0
510192123,510192123,55180,55180,1,Good,Good,0
510202120,510202120,55180,55180,1,Good,Good,0
510202122,510202122,55180,55180,1,Good,Good,0
510202180,510202180,50280,50280,8e-07,Good,Good,1
510202180,510202180,56300,56300,0.9999992,Good,Good,0
510212146,510212146,55110,55110,1,Good,Good,0
510222145,510222145,55110,55110,1,Good,Good,0
510232133,510232133,55110,55110,1,Good,Good,0
510232134,510232134,55110,55110,1,Good,Good,0
510232135,510232135,55110,55110,1,Good,Good,0
510242137,510242137,55110,55110,1,Good,Good,0
510242143,510242143,55110,55110,1,Good,Good,0
510252132,510252132,55110,55110,1,Good,Good,0
510252136,510252136,55110,55110,1,Good,Good,0
510252138,510252138,55110,55110,1,Good,Good,0
510252139,510252139,55110,55110,1,Good,Good,0
510252140,510252140,55110,55110,1,Good,Good,0
510252141,510252141,55110,55110,1,Good,Good,0
510252147,510252147,55110,55110,1,Good,Good,0
510262172,510262172,56230,56230,1,Good,Good,0
510262174,510262174,55110,55110,5e-07,Good,Good,1
510262174,510262174,56230,56230,0.9999995,Good,Good,0
510272130,510272130,55110,55110,0.9603581,Good,Good,0
510272130,510272130,56230,56230,0.0396419,Good,Good,0
510282142,510282142,55110,55110,1,Good,Good,0
510282144,510282144,55110,55110,1,Good,Good,0
510292171,510292171,56230,56230,1,Good,Good,0
510292173,510292173,56230,56230,1,Good,Good,0
510292175,510292175,56230,56230,1,Good,Good,0
510292177,510292177,56230,56230,1,Good,Good,0
510301001,510301001,51310,51310,1,Good,Good,0
510301014,510301014,51310,51310,1,Good,Good,0
510311126,510311126,51750,51750,0.9505321,Good,Good,0
510311126,510311126,56580,56580,0.0494679,Good,Good,0
510311132,510311132,51750,51750,1,Good,Good,0
510311143,510311143,51750,51750,1,Good,Good,0
510311144,510311144,51750,51750,0.8056601,Good,Good,0
510311144,510311144,52170,52170,0.1943399,Good,Good,0
510311149,510311149,51750,51750,1,Good,Good,0
510321145,510321145,52170,52170,1,Good,Good,0
510321147,510321147,52170,52170,1,Good,Good,0
510321161,510321161,52170,52170,1,Good,Good,0
510331015,510331015,51310,51310,1,Good,Good,0
510331019,510331019,51310,51310,1,Good,Good,0
510331049,510331049,56580,56580,1,Good,Good,0
510341158,510341158,56930,56930,1,Good,Good,0
510341163,510341163,55740,55740,1,Good,Good,0
510341165,510341165,55740,55740,1,Good,Good,0
510341168,510341168,55740,55740,1,Good,Good,0
510351121,510351121,56580,56580,1,Good,Good,0
510351122,510351122,57080,57080,1,Good,Good,0
510351129,510351129,57080,57080,1,Good,Good,0
510351130,510351130,56580,56580,0.9999993,Good,Good,0
510351130,510351130,57080,57080,7e-07,Good,Good,1
510351133,510351133,56580,56580,1,Good,Good,0
510351135,510351135,57080,57080,1,Good,Good,0
510351137,510351137,56580,56580,1,Good,Good,0
510351140,510351140,56580,56580,1,Good,Good,0
510351151,510351151,56580,56580,1,Good,Good,0
510351154,510351154,56580,56580,1,Good,Good,0
510361068,510361068,51310,51310,4e-07,Good,Good,1
510361068,510361068,56580,56580,0.9999996,Good,Good,0
510361089,510361089,51310,51310,0.0940636,Good,Good,0
510361089,510361089,56580,56580,0.9059364,Good,Good,0
510361113,510361113,56580,56580,1,Good,Good,0
510361127,510361127,51750,51750,1,Good,Good,0
510371082,510371082,57080,57080,1,Good,Good,0
510381004,510381004,58570,58570,1,Good,Good,0
510381006,510381006,58570,58570,1,Good,Good,0
510381010,510381010,58570,58570,1,Good,Good,0
510381011,510381011,58570,58570,1,Good,Good,0
510381020,510381020,58570,58570,1,Good,Good,0
510381026,510381026,58570,58570,1,Good,Good,0
510391012,510391012,58570,58570,1,Good,Good,0
510391017,510391017,58570,58570,1,Good,Good,0
510391370,510391370,57910,57910,1,Good,Good,0
510391373,510391373,57910,57910,1,Good,Good,0
510391383,510391383,57910,57910,1,Good,Good,0
510391384,510391384,57910,57910,1,Good,Good,0
510391389,510391389,57910,57910,1,Good,Good,0
510391394,510391394,57910,57910,1,Good,Good,0
510391397,510391397,50420,50420,0.6810082,Good,Good,0
510391397,510391397,58570,58570,0.3189918,Good,Good,0
510401002,510401002,58570,58570,1,Good,Good,0
510401003,510401003,58570,58570,1,Good,Good,0
510401008,510401008,58570,58570,1,Good,Good,0
510401009,510401009,58570,58570,1,Good,Good,0
510401013,510401013,58570,58570,1,Good,Good,0
510411021,510411021,58570,58570,1,Good,Good,0
510411022,510411022,58570,58570,1,Good,Good,0
510411023,510411023,58570,58570,1,Good,Good,0
510411024,510411024,58570,58570,1,Good,Good,0
510411027,510411027,58570,58570,1,Good,Good,0
510411029,510411029,58570,58570,1,Good,Good,0
510411030,510411030,58570,58570,1,Good,Good,0
510411031,510411031,58570,58570,1,Good,Good,0
510411033,510411033,58570,58570,1,Good,Good,0
510411035,510411035,58570,58570,1,Good,Good,0
510411036,510411036,57080,57080,1,Good,Good,0
510411037,510411037,57080,57080,1,Good,Good,0
510411041,510411041,58570,58570,1,Good,Good,0
510411044,510411044,57080,57080,1,Good,Good,0
510411045,510411045,58570,58570,1,Good,Good,0
510411047,510411047,57080,57080,1,Good,Good,0
510411048,510411048,58570,58570,1,Good,Good,0
510411050,510411050,57080,57080,1,Good,Good,0
510411051,510411051,57080,57080,1,Good,Good,0
510411052,510411052,57080,57080,1,Good,Good,0
510411053,510411053,58570,58570,1,Good,Good,0
510411054,510411054,57080,57080,1,Good,Good,0
510411055,510411055,57080,57080,1,Good,Good,0
510411056,510411056,57080,57080,1,Good,Good,0
510411057,510411057,57080,57080,1,Good,Good,0
510411058,510411058,57080,57080,1,Good,Good,0
510411061,510411061,57080,57080,1,Good,Good,0
510411062,510411062,57080,57080,1,Good,Good,0
510411063,510411063,57080,57080,1,Good,Good,0
510411064,510411064,57080,57080,1,Good,Good,0
510411065,510411065,57080,57080,1,Good,Good,0
510411066,510411066,57080,57080,1,Good,Good,0
510411067,510411067,57080,57080,1,Good,Good,0
510411069,510411069,57080,57080,1,Good,Good,0
510411070,510411070,57080,57080,1,Good,Good,0
510411071,510411071,57080,57080,1,Good,Good,0
510411073,510411073,57080,57080,1,Good,Good,0
510411075,510411075,57080,57080,1,Good,Good,0
510411076,510411076,57080,57080,1,Good,Good,0
510411077,510411077,57080,57080,1,Good,Good,0
510411078,510411078,57080,57080,1,Good,Good,0
510411079,510411079,57080,57080,1,Good,Good,0
510411080,510411080,57080,57080,1,Good,Good,0
510411081,510411081,57080,57080,1,Good,Good,0
510411083,510411083,57080,57080,1,Good,Good,0
510411084,510411084,57080,57080,1,Good,Good,0
510411085,510411085,57080,57080,1,Good,Good,0
510411086,510411086,57080,57080,1,Good,Good,0
510411087,510411087,57080,57080,1,Good,Good,0
510411088,510411088,57080,57080,1,Good,Good,0
510411090,510411090,57080,57080,1,Good,Good,0
510411091,510411091,57080,57080,1,Good,Good,0
510411092,510411092,57080,57080,1,Good,Good,0
510411093,510411093,57080,57080,1,Good,Good,0
510411094,510411094,57080,57080,1,Good,Good,0
510411095,510411095,57080,57080,1,Good,Good,0
510411096,510411096,57080,57080,1,Good,Good,0
510411097,510411097,57080,57080,1,Good,Good,0
510411098,510411098,57080,57080,1,Good,Good,0
510411099,510411099,57080,57080,1,Good,Good,0
510411100,510411100,57080,57080,1,Good,Good,0
510411101,510411101,57080,57080,1,Good,Good,0
510411102,510411102,57080,57080,1,Good,Good,0
510411103,510411103,57080,57080,1,Good,Good,0
510411104,510411104,57080,57080,1,Good,Good,0
510411105,510411105,57080,57080,1,Good,Good,0
510411106,510411106,57080,57080,1,Good,Good,0
510411107,510411107,57080,57080,1,Good,Good,0
510411108,510411108,57080,57080,1,Good,Good,0
510411109,510411109,57080,57080,1,Good,Good,0
510411111,510411111,57080,57080,1,Good,Good,0
510411112,510411112,57080,57080,1,Good,Good,0
510411114,510411114,57080,57080,1,Good,Good,0
510411116,510411116,57080,57080,1,Good,Good,0
510411117,510411117,57080,57080,1,Good,Good,0
510411118,510411118,57080,57080,1,Good,Good,0
510421038,510421038,57980,57980,1,Good,Good,0
510421039,510421039,51310,51310,0.6101749,Good,Good,0
510421039,510421039,57980,57980,0.3898251,Good,Good,0
510421040,510421040,57980,57980,1,Good,Good,0
510421042,510421042,57980,57980,1,Good,Good,0
510421043,510421043,57980,57980,1,Good,Good,0
510421046,510421046,57980,57980,1,Good,Good,0
510421059,510421059,57980,57980,1,Good,Good,0
510421060,510421060,56580,56580,1,Good,Good,0
510421072,510421072,57980,57980,1,Good,Good,0
510421074,510421074,57980,57980,1,Good,Good,0
510421110,510421110,57980,57980,1,Good,Good,0
510431007,510431007,51310,51310,1,Good,Good,0
510431016,510431016,51310,51310,1,Good,Good,0
510431018,510431018,51310,51310,1,Good,Good,0
510431025,510431025,51310,51310,1,Good,Good,0
510431028,510431028,51310,51310,1,Good,Good,0
510431034,510431034,51310,51310,1,Good,Good,0
510431381,510431381,57910,57910,1,Good,Good,0
510431390,510431390,57910,57910,1,Good,Good,0
510441333,510441333,50350,50350,1,Good,Good,0
510441355,510441355,50350,50350,1,Good,Good,0
510441359,510441359,50350,50350,1,Good,Good,0
510441371,510441371,50350,50350,1,Good,Good,0
510451343,510451343,50420,50420,1,Good,Good,0
510451348,510451348,50420,50420,1,Good,Good,0
510451354,510451354,50420,50420,1,Good,Good,0
510451357,510451357,50420,50420,1,Good,Good,0
510451361,510451361,50420,50420,1,Good,Good,0
510451374,510451374,50420,50420,1,Good,Good,0
510451382,510451382,50420,50420,1,Good,Good,0
510451385,510451385,50420,50420,1,Good,Good,0
510451386,510451386,50420,50420,1,Good,Good,0
510461387,510461387,50420,50420,1,Good,Good,0
510461392,510461392,50420,50420,1,Good,Good,0
510461393,510461393,50420,50420,1,Good,Good,0
510471322,510471322,50420,50420,1,Good,Good,0
510471326,510471326,50420,50420,1,Good,Good,0
510471327,510471327,50420,50420,1,Good,Good,0
510471334,510471334,50420,50420,1,Good,Good,0
510471340,510471340,50420,50420,1,Good,Good,0
510471344,510471344,50420,50420,1,Good,Good,0
510471349,510471349,50420,50420,1,Good,Good,0
510481311,510481311,50420,50420,1,Good,Good,0
510481316,510481316,50420,50420,1,Good,Good,0
510491813,510491813,56090,56090,1,Good,Good,0
510501692,510501692,56090,56090,1,Good,Good,0
510501719,510501719,56090,56090,1,Good,Good,0
510511720,510511720,56090,56090,0.7847167,Good,Good,0
510511720,510511720,58050,58050,0.2152833,Good,Good,0
510521704,510521704,54200,54200,0.2352422,Good,Good,0
510521704,510521704,56090,56090,0.7647578,Good,Good,0
510531677,510531677,56090,56090,1,Good,Good,0
510531691,510531691,56090,56090,1,Good,Good,0
510531718,510531718,56090,56090,1,Good,Good,0
510541701,510541701,56090,56090,1,Good,Good,0
510541702,510541702,58050,58050,1,Good,Good,0
510541707,510541707,56090,56090,1,Good,Good,0
510541708,510541708,58050,58050,1,Good,Good,0
510551811,510551811,58050,58050,1,Good,Good,0
510561680,510561680,58050,58050,1,Good,Good,0
510561684,510561684,58050,58050,1,Good,Good,0
510561695,510561695,58050,58050,1,Good,Good,0
510571660,510571660,58050,58050,1,Good,Good,0
510571682,510571682,58050,58050,1,Good,Good,0
510571698,510571698,58050,58050,1,Good,Good,0
510581614,510581614,58050,58050,1,Good,Good,0
510581810,510581810,58050,58050,1,Good,Good,0
510591640,510591640,58050,58050,1,Good,Good,0
510591658,510591658,58050,58050,1,Good,Good,0
510601812,510601812,58050,58050,1,Good,Good,0
510611715,510611715,58050,58050,1,Good,Good,0
510611717,510611717,58050,58050,1,Good,Good,0
510611721,510611721,50490,50490,3.9e-06,Good,Good,1
510611721,510611721,58050,58050,0.9999961,Good,Good,0
510611722,510611722,58050,58050,1,Good,Good,0
510611724,510611724,58050,58050,1,Good,Good,0
510621699,510621699,58050,58050,1,Good,Good,0
510621703,510621703,58050,58050,1,Good,Good,0
510631694,510631694,58050,58050,1,Good,Good,0
510631696,510631696,58050,58050,1,Good,Good,0
510631697,510631697,58050,58050,1,Good,Good,0
510641613,510641613,58050,58050,1,Good,Good,0
510651671,510651671,58050,58050,1,Good,Good,0
510651700,510651700,58050,58050,1,Good,Good,0
510661705,510661705,58050,58050,1,Good,Good,0
510661706,510661706,58050,58050,1,Good,Good,0
510661709,510661709,58050,58050,1,Good,Good,0
510661710,510661710,58050,58050,1,Good,Good,0
510661711,510661711,58050,58050,1,Good,Good,0
510661712,510661712,58050,58050,1,Good,Good,0
510661713,510661713,58050,58050,1,Good,Good,0
510661714,510661714,56090,56090,0.4460025,Good,Good,0
510661714,510661714,58050,58050,0.5539975,Good,Good,0
510661716,510661716,58050,58050,1,Good,Good,0
510671667,510671667,58050,58050,1,Good,Good,0
510681637,510681637,58050,58050,1,Good,Good,0
510681639,510681639,58050,58050,1,Good,Good,0
510691622,510691622,58050,58050,1,Good,Good,0
510701650,510701650,54170,54170,1,Good,Good,0
510701653,510701653,54170,54170,1,Good,Good,0
510711624,510711624,54170,54170,1,Good,Good,0
510711629,510711629,54170,54170,1,Good,Good,0
510721673,510721673,54170,54170,1,Good,Good,0
510721676,510721676,54170,54170,1,Good,Good,0
510721689,510721689,54170,54170,1,Good,Good,0
510721690,510721690,54170,54170,1,Good,Good,0
510731675,510731675,54170,54170,1,Good,Good,0
510731679,510731679,54170,54170,1,Good,Good,0
510731686,510731686,54170,54170,1,Good,Good,0
510731693,510731693,54170,54170,1,Good,Good,0
510741641,510741641,54170,54170,1,Good,Good,0
510741648,510741648,54170,54170,1,Good,Good,0
510751664,510751664,54170,54170,1,Good,Good,0
510751672,510751672,54170,54170,1,Good,Good,0
510761625,510761625,54170,54170,1,Good,Good,0
510761630,510761630,54170,54170,1,Good,Good,0
510771627,510771627,54170,54170,0.9999998,Good,Good,0
510771627,510771627,58760,58760,2e-07,Good,Good,1
510771628,510771628,54170,54170,1,Good,Good,0
510771631,510771631,54170,54170,1,Good,Good,0
510771632,510771632,54170,54170,1,Good,Good,0
510771635,510771635,54170,54170,1,Good,Good,0
510771636,510771636,54170,54170,1,Good,Good,0
510771638,510771638,54170,54170,1,Good,Good,0
510771642,510771642,54170,54170,1,Good,Good,0
510771644,510771644,54170,54170,1,Good,Good,0
510771646,510771646,54170,54170,1,Good,Good,0
510781666,510781666,54170,54170,1,Good,Good,0
510781668,510781668,54170,54170,1,Good,Good,0
510791651,510791651,54170,54170,1,Good,Good,0
510791655,510791655,54170,54170,1,Good,Good,0
510801643,510801643,54170,54170,1,Good,Good,0
510801649,510801649,54170,54170,1,Good,Good,0
510811659,510811659,54170,54170,1,Good,Good,0
510811663,510811663,54170,54170,1,Good,Good,0
510821674,510821674,54170,54170,1,Good,Good,0
510821683,510821683,54170,54170,1,Good,Good,0
510831652,510831652,54170,54170,0.998044,Good,Good,0
510831652,510831652,58760,58760,0.001956,Good,Good,1
510841302,510841302,57910,57910,1,Good,Good,0
510841306,510841306,57910,57910,1,Good,Good,0
510841313,510841313,57910,57910,1,Good,Good,0
510841319,510841319,57910,57910,1,Good,Good,0
510851301,510851301,57910,57910,1,Good,Good,0
510851305,510851305,57910,57910,1,Good,Good,0
510861312,510861312,57910,57910,1,Good,Good,0
510861314,510861314,57910,57910,1,Good,Good,0
510861317,510861317,57910,57910,1,Good,Good,0
510861320,510861320,57910,57910,1,Good,Good,0
510861335,510861335,57910,57910,1,Good,Good,0
510861360,510861360,57910,57910,1,Good,Good,0
510871377,510871377,57910,57910,1,Good,Good,0
510881329,510881329,57910,57910,1,Good,Good,0
510881331,510881331,57910,57910,1,Good,Good,0
510881332,510881332,57910,57910,1,Good,Good,0
510881345,510881345,57910,57910,1,Good,Good,0
510881362,510881362,57910,57910,1,Good,Good,0
510891303,510891303,57910,57910,1,Good,Good,0
510891307,510891307,57910,57910,1,Good,Good,0
510891308,510891308,57910,57910,1,Good,Good,0
510891318,510891318,57910,57910,1,Good,Good,0
510891323,510891323,57910,57910,1,Good,Good,0
510891324,510891324,57910,57910,1,Good,Good,0
510901310,510901310,57910,57910,1,Good,Good,0
510901321,510901321,57910,57910,1,Good,Good,0
510901325,510901325,57910,57910,1,Good,Good,0
510911342,510911342,57910,57910,1,Good,Good,0
510911350,510911350,57910,57910,1,Good,Good,0
510911353,510911353,57910,57910,1,Good,Good,0
510911363,510911363,57910,57910,1,Good,Good,0
510911367,510911367,57910,57910,1,Good,Good,0
510911368,510911368,57910,57910,1,Good,Good,0
510911376,510911376,57910,57910,1,Good,Good,0
510921330,510921330,57910,57910,1,Good,Good,0
510921336,510921336,57910,57910,1,Good,Good,0
510921346,510921346,57910,57910,1,Good,Good,0
510921347,510921347,57910,57910,1,Good,Good,0
510921356,510921356,57910,57910,1,Good,Good,0
510931315,510931315,57910,57910,1,Good,Good,0
510931328,510931328,57910,57910,1,Good,Good,0
510931341,510931341,57910,57910,1,Good,Good,0
510931364,510931364,57910,57910,0.9999994,Good,Good,0
510931364,510931364,58570,58570,6e-07,Good,Good,1
510941304,510941304,54170,54170,4e-07,Good,Good,1
510941304,510941304,57910,57910,0.9999996,Good,Good,0
510941309,510941309,57910,57910,1,Good,Good,0
510951339,510951339,57910,57910,1,Good,Good,0
510951352,510951352,57910,57910,1,Good,Good,0
510951369,510951369,57910,57910,1,Good,Good,0
510961358,510961358,57910,57910,1,Good,Good,0
510961366,510961366,57910,57910,1,Good,Good,0
