DZN_CODE_2011,DZN_CODE_2011,LGA_CODE_2018,LGA_CODE_2018,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
113892655,113892655,14170,14170,1,Good,Good,0
113892656,113892656,14170,14170,1,Good,Good,0
113892657,113892657,14170,14170,1,Good,Good,0
113892658,113892658,14170,14170,1,Good,Good,0
113892659,113892659,14170,14170,1,Good,Good,0
113902497,113902497,14170,14170,1,Good,Good,0
113902498,113902498,14170,14170,1,Good,Good,0
113902499,113902499,14170,14170,1,Good,Good,0
113902500,113902500,14170,14170,1,Good,Good,0
113902501,113902501,14170,14170,1,Good,Good,0
113902502,113902502,14170,14170,1,Good,Good,0
113902503,113902503,14170,14170,1,Good,Good,0
113912456,113912456,11300,11300,1,Good,Good,0
113912457,113912457,11300,11300,1,Good,Good,0
113912458,113912458,11300,11300,0.5460745,Good,Good,0
113912458,113912458,14170,14170,0.4539255,Good,Good,0
113912459,113912459,11300,11300,1,Good,Good,0
113912460,113912460,11300,11300,1,Good,Good,0
113912461,113912461,14170,14170,1,Good,Good,0
113912462,113912462,11300,11300,1,Good,Good,0
113912463,113912463,11300,11300,1,Good,Good,0
113912464,113912464,11300,11300,1,Good,Good,0
113912465,113912465,14170,14170,1,Good,Good,0
113912466,113912466,11300,11300,1,Good,Good,0
113922535,113922535,11570,11570,1,Good,Good,0
113922536,113922536,11570,11570,1,Good,Good,0
113922537,113922537,11570,11570,1,Good,Good,0
113932479,113932479,11300,11300,1,Good,Good,0
113932480,113932480,11570,11570,1,Good,Good,0
113932481,113932481,11300,11300,1,Good,Good,0
113932482,113932482,14170,14170,1,Good,Good,0
113932483,113932483,11300,11300,1,Good,Good,0
113932484,113932484,11300,11300,1,Good,Good,0
113942550,113942550,14170,14170,1,Good,Good,0
113942551,113942551,14170,14170,1,Good,Good,0
113942552,113942552,14170,14170,1,Good,Good,0
113942553,113942553,14170,14170,1,Good,Good,0
113942554,113942554,14170,14170,1,Good,Good,0
113942555,113942555,14170,14170,1,Good,Good,0
113942556,113942556,14170,14170,1,Good,Good,0
113952516,113952516,14170,14170,1,Good,Good,0
113952517,113952517,14170,14170,1,Good,Good,0
113952518,113952518,14170,14170,1,Good,Good,0
113952519,113952519,14170,14170,1,Good,Good,0
113952520,113952520,14170,14170,1,Good,Good,0
113952521,113952521,14170,14170,1,Good,Good,0
113952522,113952522,14170,14170,1,Good,Good,0
113962409,113962409,17100,17100,1,Good,Good,0
113962410,113962410,17100,17100,1,Good,Good,0
113962411,113962411,11520,11520,9e-07,Good,Good,1
113962411,113962411,17100,17100,0.9999991,Good,Good,0
113962412,113962412,17100,17100,1,Good,Good,0
113962413,113962413,17100,17100,1,Good,Good,0
113962414,113962414,17100,17100,1,Good,Good,0
113962415,113962415,17100,17100,1,Good,Good,0
113972428,113972428,17100,17100,1,Good,Good,0
113972429,113972429,17100,17100,1,Good,Good,0
113972430,113972430,17100,17100,1,Good,Good,0
113972431,113972431,17100,17100,1,Good,Good,0
113972432,113972432,17100,17100,1,Good,Good,0
113972433,113972433,11300,11300,1,Good,Good,0
113972434,113972434,17100,17100,1,Good,Good,0
113972435,113972435,17100,17100,1,Good,Good,0
113972436,113972436,17100,17100,1,Good,Good,0
113972437,113972437,11300,11300,1,Good,Good,0
113972438,113972438,17100,17100,1,Good,Good,0
113972439,113972439,17100,17100,1,Good,Good,0
113972440,113972440,17100,17100,1,Good,Good,0
113972441,113972441,17100,17100,1,Good,Good,0
113972442,113972442,11300,11300,1,Good,Good,0
113972443,113972443,11520,11520,1,Good,Good,0
113983220,113983220,18250,18250,1,Good,Good,0
113983221,113983221,18250,18250,1,Good,Good,0
113983222,113983222,18250,18250,1,Good,Good,0
113983223,113983223,18250,18250,1,Good,Good,0
113983224,113983224,18250,18250,1,Good,Good,0
113983225,113983225,18250,18250,1,Good,Good,0
113983226,113983226,18250,18250,1,Good,Good,0
113983227,113983227,18250,18250,1,Good,Good,0
113983228,113983228,18250,18250,1,Good,Good,0
113983229,113983229,18250,18250,1,Good,Good,0
113983230,113983230,18250,18250,1,Good,Good,0
113993200,113993200,14700,14700,1,Good,Good,0
113993201,113993201,14700,14700,0.8013521,Good,Good,0
113993201,113993201,18250,18250,0.1986479,Good,Good,0
113993202,113993202,14700,14700,1,Good,Good,0
113993203,113993203,14700,14700,0.1765654,Good,Good,0
113993203,113993203,18250,18250,0.8234346,Good,Good,0
113993204,113993204,18250,18250,1,Good,Good,0
113993205,113993205,18250,18250,1,Good,Good,0
113993206,113993206,16700,16700,0.1966295,Good,Good,0
113993206,113993206,18250,18250,0.8033705,Good,Good,0
113993207,113993207,18250,18250,1,Good,Good,0
114003243,114003243,14700,14700,1,Good,Good,0
114003244,114003244,14700,14700,1,Good,Good,0
114003245,114003245,14700,14700,1,Good,Good,0
114003246,114003246,14700,14700,1,Good,Good,0
114003247,114003247,14700,14700,1,Good,Good,0
114003248,114003248,14700,14700,1,Good,Good,0
114003249,114003249,14700,14700,1,Good,Good,0
114003250,114003250,14700,14700,1,Good,Good,0
114003251,114003251,14700,14700,1,Good,Good,0
114003252,114003252,14700,14700,1,Good,Good,0
114003253,114003253,14700,14700,1,Good,Good,0
114003254,114003254,14700,14700,1,Good,Good,0
114003255,114003255,14700,14700,1,Good,Good,0
114013268,114013268,18250,18250,1,Good,Good,0
114013269,114013269,14700,14700,0.1292271,Good,Good,0
114013269,114013269,15950,15950,0.4556412,Good,Good,0
114013269,114013269,18250,18250,0.4151317,Good,Good,0
114013270,114013270,18250,18250,1,Good,Good,0
114013271,114013271,18250,18250,1,Good,Good,0
114013272,114013272,18250,18250,1,Good,Good,0
114013273,114013273,15950,15950,0.0140049,Good,Good,0
114013273,114013273,18250,18250,0.9859951,Good,Good,0
114013274,114013274,18250,18250,1,Good,Good,0
114023287,114023287,15950,15950,1.7e-06,Good,Good,1
114023287,114023287,18250,18250,0.9999983,Good,Good,0
114023288,114023288,18250,18250,1,Good,Good,0
114023289,114023289,18250,18250,1,Good,Good,0
114023290,114023290,18250,18250,1,Good,Good,0
114023291,114023291,18250,18250,1,Good,Good,0
114023292,114023292,18250,18250,1,Good,Good,0
114023293,114023293,18250,18250,1,Good,Good,0
114023294,114023294,18250,18250,1,Good,Good,0
114023295,114023295,18250,18250,1,Good,Good,0
114023296,114023296,18250,18250,1,Good,Good,0
114023297,114023297,18250,18250,1,Good,Good,0
114033017,114033017,14000,14000,1,Good,Good,0
114033018,114033018,14000,14000,1,Good,Good,0
114033019,114033019,14000,14000,1,Good,Good,0
114033020,114033020,14000,14000,1,Good,Good,0
114033021,114033021,14000,14000,1,Good,Good,0
114033022,114033022,14000,14000,1,Good,Good,0
114033023,114033023,14000,14000,1,Good,Good,0
114033024,114033024,14000,14000,1,Good,Good,0
114033025,114033025,14000,14000,1,Good,Good,0
114042998,114042998,14000,14000,1,Good,Good,0
114042999,114042999,14000,14000,1,Good,Good,0
114043000,114043000,14000,14000,1,Good,Good,0
114043001,114043001,14000,14000,1,Good,Good,0
114043002,114043002,14000,14000,1,Good,Good,0
114043003,114043003,14000,14000,1,Good,Good,0
114043004,114043004,14000,14000,1,Good,Good,0
114053057,114053057,14000,14000,0.9658582,Good,Good,0
114053057,114053057,14500,14500,0.0341418,Good,Good,0
114053058,114053058,14000,14000,1,Good,Good,0
114053059,114053059,14000,14000,1,Good,Good,0
114053060,114053060,14000,14000,1,Good,Good,0
114053061,114053061,14000,14000,1,Good,Good,0
114053062,114053062,14000,14000,1,Good,Good,0
114053063,114053063,14000,14000,1,Good,Good,0
114053064,114053064,14000,14000,1,Good,Good,0
114053065,114053065,14000,14000,1,Good,Good,0
114053066,114053066,14000,14000,1,Good,Good,0
114053067,114053067,14000,14000,1,Good,Good,0
114053068,114053068,14000,14000,1,Good,Good,0
114053069,114053069,14000,14000,1,Good,Good,0
114063038,114063038,14000,14000,1,Good,Good,0
114063039,114063039,14000,14000,1,Good,Good,0
114063040,114063040,14000,14000,1,Good,Good,0
114063041,114063041,14000,14000,1,Good,Good,0
114063042,114063042,14000,14000,1,Good,Good,0
114063043,114063043,14000,14000,1,Good,Good,0
114063044,114063044,14000,14000,1,Good,Good,0
114073160,114073160,14500,14500,1,Good,Good,0
114073161,114073161,14500,14500,1,Good,Good,0
114073162,114073162,14500,14500,1,Good,Good,0
114073163,114073163,14500,14500,1,Good,Good,0
114073164,114073164,14500,14500,1,Good,Good,0
114073165,114073165,14500,14500,1,Good,Good,0
114073166,114073166,14500,14500,1,Good,Good,0
114073167,114073167,14500,14500,1,Good,Good,0
114083180,114083180,14500,14500,1,Good,Good,0
114083181,114083181,14500,14500,1,Good,Good,0
114083182,114083182,14500,14500,0.8671559,Good,Good,0
114083182,114083182,18250,18250,0.1328441,Good,Good,0
114083183,114083183,14500,14500,1,Good,Good,0
114083184,114083184,14500,14500,1,Good,Good,0
114083185,114083185,14500,14500,1,Good,Good,0
114083186,114083186,14500,14500,1,Good,Good,0
114083187,114083187,14500,14500,1,Good,Good,0
114093121,114093121,14500,14500,1,Good,Good,0
114093122,114093122,14500,14500,1,Good,Good,0
114093123,114093123,14500,14500,1,Good,Good,0
114093124,114093124,14500,14500,1,Good,Good,0
114093125,114093125,14500,14500,1,Good,Good,0
114093126,114093126,14500,14500,1,Good,Good,0
114093127,114093127,14500,14500,1,Good,Good,0
114103140,114103140,14500,14500,1,Good,Good,0
114103141,114103141,14500,14500,1,Good,Good,0
114103142,114103142,14500,14500,1,Good,Good,0
114103143,114103143,14500,14500,1,Good,Good,0
114103144,114103144,14500,14500,1,Good,Good,0
114103145,114103145,14500,14500,1,Good,Good,0
114103146,114103146,14500,14500,1,Good,Good,0
114103147,114103147,14500,14500,1,Good,Good,0
114113102,114113102,14500,14500,1,Good,Good,0
114113103,114113103,14500,14500,1,Good,Good,0
114113104,114113104,14500,14500,1,Good,Good,0
114113105,114113105,14500,14500,1,Good,Good,0
114113106,114113106,14500,14500,1,Good,Good,0
114113107,114113107,14500,14500,1,Good,Good,0
114113108,114113108,14500,14500,1,Good,Good,0
114123082,114123082,14500,14500,1,Good,Good,0
114123083,114123083,14500,14500,1,Good,Good,0
114123084,114123084,14500,14500,1,Good,Good,0
114123085,114123085,14500,14500,1,Good,Good,0
114123086,114123086,14500,14500,1,Good,Good,0
114123087,114123087,14500,14500,1,Good,Good,0
114123088,114123088,14500,14500,1,Good,Good,0
114123089,114123089,14500,14500,1,Good,Good,0
114133355,114133355,15950,15950,1,Good,Good,0
114133356,114133356,15950,15950,1,Good,Good,0
114133357,114133357,15950,15950,1,Good,Good,0
114133358,114133358,15950,15950,1,Good,Good,0
114133359,114133359,15950,15950,1,Good,Good,0
114133360,114133360,15950,15950,1,Good,Good,0
114133361,114133361,15950,15950,1,Good,Good,0
114143310,114143310,15950,15950,1,Good,Good,0
114143311,114143311,15950,15950,1,Good,Good,0
114143312,114143312,15950,15950,1,Good,Good,0
114143313,114143313,15950,15950,1,Good,Good,0
114143314,114143314,15950,15950,1,Good,Good,0
114143315,114143315,15950,15950,1,Good,Good,0
114143316,114143316,15950,15950,1,Good,Good,0
114143317,114143317,15950,15950,1,Good,Good,0
114143318,114143318,15950,15950,1,Good,Good,0
114153393,114153393,15350,15350,1,Good,Good,0
114153394,114153394,15350,15350,1,Good,Good,0
114153395,114153395,15350,15350,1,Good,Good,0
114153396,114153396,15350,15350,1,Good,Good,0
114153397,114153397,15350,15350,1,Good,Good,0
114153398,114153398,15350,15350,1,Good,Good,0
114153399,114153399,15350,15350,1,Good,Good,0
114153400,114153400,15350,15350,1,Good,Good,0
114153401,114153401,15350,15350,1,Good,Good,0
114153402,114153402,15350,15350,1,Good,Good,0
114153403,114153403,15350,15350,1,Good,Good,0
114153404,114153404,15350,15350,1,Good,Good,0
114153405,114153405,15350,15350,1,Good,Good,0
114153406,114153406,15350,15350,1,Good,Good,0
114153407,114153407,15350,15350,1,Good,Good,0
114153408,114153408,15350,15350,1,Good,Good,0
114163374,114163374,15950,15950,1,Good,Good,0
114163375,114163375,15950,15950,1,Good,Good,0
114163376,114163376,15950,15950,1,Good,Good,0
114163377,114163377,15950,15950,1,Good,Good,0
114163378,114163378,15950,15950,1,Good,Good,0
114163379,114163379,15950,15950,1,Good,Good,0
114163380,114163380,15950,15950,1,Good,Good,0
114173331,114173331,15950,15950,1,Good,Good,0
114173332,114173332,15950,15950,1,Good,Good,0
114173333,114173333,15950,15950,1,Good,Good,0
114173334,114173334,15950,15950,1,Good,Good,0
114173335,114173335,15950,15950,1,Good,Good,0
114173336,114173336,15950,15950,1,Good,Good,0
114173337,114173337,15950,15950,1,Good,Good,0
114173338,114173338,15950,15950,1,Good,Good,0
114173339,114173339,15950,15950,1,Good,Good,0
114173340,114173340,15950,15950,1,Good,Good,0
114173341,114173341,15950,15950,1,Good,Good,0
114173342,114173342,15950,15950,1,Good,Good,0
114182958,114182958,15990,15990,1,Good,Good,0
114182959,114182959,15990,15990,1,Good,Good,0
114182960,114182960,15990,15990,1,Good,Good,0
114182961,114182961,15990,15990,1,Good,Good,0
114182962,114182962,15990,15990,1,Good,Good,0
114182963,114182963,15990,15990,1,Good,Good,0
114182964,114182964,15990,15990,1,Good,Good,0
114182965,114182965,15990,15990,1,Good,Good,0
114192978,114192978,15990,15990,1,Good,Good,0
114192979,114192979,15990,15990,1,Good,Good,0
114192980,114192980,15990,15990,1,Good,Good,0
114192981,114192981,15990,15990,1,Good,Good,0
114192982,114192982,15990,15990,1,Good,Good,0
114192983,114192983,15990,15990,1,Good,Good,0
114192984,114192984,15990,15990,1,Good,Good,0
114192985,114192985,15990,15990,1,Good,Good,0
114202736,114202736,15990,15990,1,Good,Good,0
114202737,114202737,15990,15990,1,Good,Good,0
114202738,114202738,15990,15990,1,Good,Good,0
114202739,114202739,15990,15990,1,Good,Good,0
114202740,114202740,15990,15990,1,Good,Good,0
114212715,114212715,15990,15990,1,Good,Good,0
114212716,114212716,15990,15990,1,Good,Good,0
114212717,114212717,15990,15990,1,Good,Good,0
114212718,114212718,15990,15990,1,Good,Good,0
114212719,114212719,15990,15990,1,Good,Good,0
114212720,114212720,15990,15990,1,Good,Good,0
114212721,114212721,15990,15990,1,Good,Good,0
114212722,114212722,15990,15990,1,Good,Good,0
114212723,114212723,15990,15990,1,Good,Good,0
114222753,114222753,15990,15990,1,Good,Good,0
114222754,114222754,15990,15990,1,Good,Good,0
114222755,114222755,15990,15990,1,Good,Good,0
114222756,114222756,15990,15990,1,Good,Good,0
114222757,114222757,15990,15990,1,Good,Good,0
114222758,114222758,15990,15990,1,Good,Good,0
114232771,114232771,15990,15990,1,Good,Good,0
114232772,114232772,15990,15990,1,Good,Good,0
114232773,114232773,15990,15990,1,Good,Good,0
114232774,114232774,15990,15990,1,Good,Good,0
114232775,114232775,15990,15990,1,Good,Good,0
114232776,114232776,15990,15990,1,Good,Good,0
114232777,114232777,15990,15990,1,Good,Good,0
114232778,114232778,15990,15990,1,Good,Good,0
114232779,114232779,15990,15990,1,Good,Good,0
114232780,114232780,15990,15990,1,Good,Good,0
114232781,114232781,15990,15990,1,Good,Good,0
114232782,114232782,15990,15990,1,Good,Good,0
114242864,114242864,15990,15990,1,Good,Good,0
114242865,114242865,15990,15990,1,Good,Good,0
114242866,114242866,15990,15990,1,Good,Good,0
114242867,114242867,15990,15990,1,Good,Good,0
114242868,114242868,15990,15990,1,Good,Good,0
114242869,114242869,15990,15990,1,Good,Good,0
114252849,114252849,15990,15990,1,Good,Good,0
114252850,114252850,15990,15990,1,Good,Good,0
114252851,114252851,15990,15990,1,Good,Good,0
114262918,114262918,15990,15990,1,Good,Good,0
114262919,114262919,15990,15990,1,Good,Good,0
114262920,114262920,15990,15990,1,Good,Good,0
114262921,114262921,15990,15990,1,Good,Good,0
114262922,114262922,15990,15990,1,Good,Good,0
114262923,114262923,15990,15990,1,Good,Good,0
114262924,114262924,15990,15990,1,Good,Good,0
114262925,114262925,15990,15990,1,Good,Good,0
114272833,114272833,15990,15990,1,Good,Good,0
114272834,114272834,15990,15990,1,Good,Good,0
114272835,114272835,15990,15990,1,Good,Good,0
114272836,114272836,15990,15990,1,Good,Good,0
114282809,114282809,15990,15990,1,Good,Good,0
114282810,114282810,15990,15990,1,Good,Good,0
114282811,114282811,15990,15990,1,Good,Good,0
114282812,114282812,15990,15990,1,Good,Good,0
114282813,114282813,15990,15990,1,Good,Good,0
114282814,114282814,15990,15990,1,Good,Good,0
114282815,114282815,15990,15990,1,Good,Good,0
114282816,114282816,15990,15990,1,Good,Good,0
114282817,114282817,15990,15990,1,Good,Good,0
114282818,114282818,15990,15990,1,Good,Good,0
114282819,114282819,15990,15990,1,Good,Good,0
114282820,114282820,15990,15990,1,Good,Good,0
114292938,114292938,15990,15990,1,Good,Good,0
114292939,114292939,15990,15990,1,Good,Good,0
114292940,114292940,15990,15990,1,Good,Good,0
114292941,114292941,15990,15990,1,Good,Good,0
114292942,114292942,15990,15990,1,Good,Good,0
114292943,114292943,15990,15990,1,Good,Good,0
114292944,114292944,15990,15990,1,Good,Good,0
114292945,114292945,15990,15990,1,Good,Good,0
114302882,114302882,15990,15990,1,Good,Good,0
114302883,114302883,15990,15990,1,Good,Good,0
114302884,114302884,15990,15990,1,Good,Good,0
114302885,114302885,15990,15990,1,Good,Good,0
114302886,114302886,15990,15990,1,Good,Good,0
114302887,114302887,15990,15990,1,Good,Good,0
114312900,114312900,15990,15990,1,Good,Good,0
114312901,114312901,15990,15990,1,Good,Good,0
114312902,114312902,15990,15990,1,Good,Good,0
114312903,114312903,15990,15990,1,Good,Good,0
114312904,114312904,15990,15990,1,Good,Good,0
114312905,114312905,15990,15990,1,Good,Good,0
114322795,114322795,15990,15990,1,Good,Good,0
114322796,114322796,15990,15990,1,Good,Good,0
114334764,114334764,11450,11450,0.7037768,Good,Good,0
114334764,114334764,18400,18400,0.2962232,Good,Good,0
114334765,114334765,11450,11450,1,Good,Good,0
114334766,114334766,11450,11450,1,Good,Good,0
114334767,114334767,11450,11450,1,Good,Good,0
114334768,114334768,11450,11450,1,Good,Good,0
114344781,114344781,11450,11450,1,Good,Good,0
114344782,114344782,11450,11450,1,Good,Good,0
114344783,114344783,11450,11450,1,Good,Good,0
114344784,114344784,11450,11450,1,Good,Good,0
114344785,114344785,11450,11450,1,Good,Good,0
114344786,114344786,11450,11450,1,Good,Good,0
114344787,114344787,11450,11450,1,Good,Good,0
114354800,114354800,11450,11450,0.9999997,Good,Good,0
114354800,114354800,11500,11500,3e-07,Good,Good,1
114354801,114354801,11450,11450,1,Good,Good,0
114354802,114354802,11450,11450,1,Good,Good,0
114354803,114354803,11450,11450,1,Good,Good,0
114354804,114354804,11450,11450,1,Good,Good,0
114354805,114354805,11450,11450,1,Good,Good,0
114354806,114354806,11450,11450,1,Good,Good,0
114365024,114365024,11500,11500,1,Good,Good,0
114365025,114365025,11500,11500,1,Good,Good,0
114365026,114365026,11500,11500,1,Good,Good,0
114365027,114365027,11500,11500,1,Good,Good,0
114365028,114365028,11500,11500,1,Good,Good,0
114365029,114365029,11500,11500,1,Good,Good,0
114365030,114365030,11500,11500,1,Good,Good,0
114374925,114374925,11500,11500,1,Good,Good,0
114374926,114374926,11500,11500,1,Good,Good,0
114374927,114374927,11500,11500,1,Good,Good,0
114374928,114374928,11500,11500,1,Good,Good,0
114374929,114374929,11500,11500,1,Good,Good,0
114374930,114374930,11500,11500,1,Good,Good,0
114374931,114374931,11500,11500,1,Good,Good,0
114374932,114374932,11500,11500,1,Good,Good,0
114374933,114374933,11500,11500,1,Good,Good,0
114374934,114374934,11500,11500,1,Good,Good,0
114374935,114374935,11500,11500,1,Good,Good,0
114384882,114384882,11450,11450,2e-06,Good,Good,1
114384882,114384882,11500,11500,0.999998,Good,Good,0
114384883,114384883,11500,11500,1,Good,Good,0
114384884,114384884,11500,11500,1,Good,Good,0
114384885,114384885,11500,11500,1,Good,Good,0
114384886,114384886,11500,11500,1,Good,Good,0
114384887,114384887,11500,11500,1,Good,Good,0
114384888,114384888,11500,11500,1,Good,Good,0
114384889,114384889,11500,11500,1,Good,Good,0
114395043,114395043,11500,11500,0.5,Good,Good,0
114395043,114395043,17150,17150,0.5,Good,Good,0
114404902,114404902,11500,11500,1,Good,Good,0
114404903,114404903,11500,11500,1,Good,Good,0
114404904,114404904,11500,11500,1,Good,Good,0
114404905,114404905,11500,11500,1,Good,Good,0
114404906,114404906,11500,11500,1,Good,Good,0
114404907,114404907,11500,11500,1,Good,Good,0
114404908,114404908,11500,11500,0.2162193,Good,Good,0
114404908,114404908,14900,14900,0.7837807,Good,Good,0
114404909,114404909,11500,11500,1,Good,Good,0
114404910,114404910,11500,11500,1,Good,Good,0
114404911,114404911,11500,11500,0.6636305,Good,Good,0
114404911,114404911,14900,14900,0.3363695,Good,Good,0
114404912,114404912,11500,11500,1,Good,Good,0
114415008,114415008,11500,11500,1,Good,Good,0
114415009,114415009,11500,11500,1,Good,Good,0
114415010,114415010,11500,11500,1,Good,Good,0
114415011,114415011,11500,11500,1,Good,Good,0
114424969,114424969,11500,11500,1,Good,Good,0
114424970,114424970,11500,11500,1,Good,Good,0
114424971,114424971,11500,11500,1,Good,Good,0
114424972,114424972,11500,11500,1,Good,Good,0
114424973,114424973,11500,11500,1,Good,Good,0
114424974,114424974,11500,11500,1,Good,Good,0
114424975,114424975,11500,11500,1,Good,Good,0
114434948,114434948,11500,11500,1,Good,Good,0
114434949,114434949,11500,11500,1,Good,Good,0
114434950,114434950,11500,11500,1,Good,Good,0
114434951,114434951,11500,11500,1,Good,Good,0
114434952,114434952,11500,11500,1,Good,Good,0
114434953,114434953,11500,11500,1,Good,Good,0
114434954,114434954,11500,11500,1,Good,Good,0
114434955,114434955,11500,11500,1,Good,Good,0
114434956,114434956,11500,11500,1,Good,Good,0
114444988,114444988,11500,11500,1,Good,Good,0
114444989,114444989,11500,11500,1,Good,Good,0
114444990,114444990,11500,11500,1,Good,Good,0
114444991,114444991,11500,11500,1,Good,Good,0
114444992,114444992,11500,11500,1,Good,Good,0
114444993,114444993,11500,11500,1,Good,Good,0
114444994,114444994,11500,11500,1,Good,Good,0
114444995,114444995,11500,11500,1,Good,Good,0
114454851,114454851,18400,18400,1,Good,Good,0
114464864,114464864,18400,18400,1,Good,Good,0
114464865,114464865,18400,18400,1,Good,Good,0
114464866,114464866,18400,18400,1,Good,Good,0
114464867,114464867,18400,18400,1,Good,Good,0
114464868,114464868,18400,18400,1,Good,Good,0
114464869,114464869,18400,18400,1,Good,Good,0
114474833,114474833,18350,18350,0.0378269,Good,Good,0
114474833,114474833,18400,18400,0.9621731,Good,Good,0
114474834,114474834,18400,18400,1,Good,Good,0
114474835,114474835,18400,18400,1,Good,Good,0
114474836,114474836,18400,18400,1,Good,Good,0
114474837,114474837,18400,18400,1,Good,Good,0
114474838,114474838,18400,18400,1,Good,Good,0
114484819,114484819,18400,18400,1,Good,Good,0
114484820,114484820,18400,18400,1,Good,Good,0
114495056,114495056,10900,10900,1,Good,Good,0
114495057,114495057,10900,10900,1,Good,Good,0
114495058,114495058,10900,10900,1,Good,Good,0
114495059,114495059,10900,10900,1,Good,Good,0
114505159,114505159,10900,10900,1,Good,Good,0
114505160,114505160,10900,10900,1,Good,Good,0
114505161,114505161,10900,10900,1,Good,Good,0
114505162,114505162,10900,10900,1,Good,Good,0
114505163,114505163,10900,10900,1,Good,Good,0
114505164,114505164,10900,10900,1,Good,Good,0
114505165,114505165,10900,10900,1,Good,Good,0
114505166,114505166,10900,10900,1,Good,Good,0
114515090,114515090,10900,10900,0.75,Good,Good,0
114515090,114515090,13800,13800,0.25,Good,Good,0
114515091,114515091,10900,10900,1,Good,Good,0
114515092,114515092,10900,10900,1,Good,Good,0
114525072,114525072,10900,10900,1,Good,Good,0
114525073,114525073,10900,10900,1,Good,Good,0
114525074,114525074,10900,10900,1,Good,Good,0
114525075,114525075,10900,10900,1,Good,Good,0
114525076,114525076,10900,10900,1,Good,Good,0
114525077,114525077,10900,10900,1,Good,Good,0
114535120,114535120,10900,10900,1,Good,Good,0
114535121,114535121,10900,10900,1,Good,Good,0
114535122,114535122,10900,10900,1,Good,Good,0
114535123,114535123,10900,10900,1,Good,Good,0
114535124,114535124,10900,10900,1,Good,Good,0
114545137,114545137,10900,10900,1,Good,Good,0
114545138,114545138,10900,10900,1,Good,Good,0
114545139,114545139,10900,10900,1,Good,Good,0
114545140,114545140,10900,10900,1,Good,Good,0
114545141,114545141,10900,10900,1,Good,Good,0
114545142,114545142,10900,10900,1,Good,Good,0
114545143,114545143,10900,10900,1,Good,Good,0
114545144,114545144,10900,10900,1,Good,Good,0
114545145,114545145,10900,10900,1,Good,Good,0
114545146,114545146,10900,10900,1,Good,Good,0
114555105,114555105,10900,10900,1,Good,Good,0
114555106,114555106,10900,10900,1,Good,Good,0
114555107,114555107,10900,10900,1,Good,Good,0
114565179,114565179,10900,10900,0.0002848,Good,Good,1
114565179,114565179,16100,16100,0.0001424,Good,Good,1
114565179,114565179,18400,18400,0.9995728,Good,Good,0
114575336,114575336,16350,16350,1,Good,Good,0
114575337,114575337,16350,16350,1,Good,Good,0
114575338,114575338,16350,16350,1,Good,Good,0
114575339,114575339,16350,16350,1,Good,Good,0
114575340,114575340,16350,16350,1,Good,Good,0
114585263,114585263,16350,16350,1,Good,Good,0
114585264,114585264,16350,16350,1,Good,Good,0
114585265,114585265,16350,16350,1,Good,Good,0
114585266,114585266,16350,16350,1,Good,Good,0
114585267,114585267,16350,16350,1,Good,Good,0
114585268,114585268,16350,16350,1,Good,Good,0
114585269,114585269,16350,16350,1,Good,Good,0
114595245,114595245,16350,16350,1,Good,Good,0
114595246,114595246,16350,16350,1,Good,Good,0
114595247,114595247,16350,16350,1,Good,Good,0
114595248,114595248,16350,16350,1,Good,Good,0
114595249,114595249,16350,16350,1,Good,Good,0
114595250,114595250,16350,16350,1,Good,Good,0
114605319,114605319,16350,16350,1,Good,Good,0
114605320,114605320,16350,16350,1,Good,Good,0
114605321,114605321,16350,16350,1,Good,Good,0
114605322,114605322,16350,16350,1,Good,Good,0
114605323,114605323,16350,16350,1,Good,Good,0
114615301,114615301,16350,16350,1,Good,Good,0
114615302,114615302,16350,16350,1,Good,Good,0
114615303,114615303,16350,16350,1,Good,Good,0
114615304,114615304,16350,16350,1,Good,Good,0
114615305,114615305,16350,16350,1,Good,Good,0
114615306,114615306,16350,16350,1,Good,Good,0
114625367,114625367,16350,16350,1,Good,Good,0
114625368,114625368,16350,16350,1,Good,Good,0
114625369,114625369,16350,16350,1,Good,Good,0
114625370,114625370,16350,16350,1,Good,Good,0
114625371,114625371,16350,16350,1,Good,Good,0
114625372,114625372,16350,16350,1,Good,Good,0
114625373,114625373,16350,16350,1,Good,Good,0
114625374,114625374,16350,16350,1,Good,Good,0
114625375,114625375,16350,16350,1,Good,Good,0
114625376,114625376,16350,16350,1,Good,Good,0
114635389,114635389,14900,14900,0.1800103,Good,Good,0
114635389,114635389,16350,16350,0.8199897,Good,Good,0
114635390,114635390,14900,14900,0.4963755,Good,Good,0
114635390,114635390,16350,16350,0.5036245,Good,Good,0
114635391,114635391,16350,16350,1,Good,Good,0
114635392,114635392,16350,16350,1,Good,Good,0
114635393,114635393,16350,16350,1,Good,Good,0
114635394,114635394,16350,16350,1,Good,Good,0
114645282,114645282,16350,16350,1,Good,Good,0
114645283,114645283,16350,16350,1,Good,Good,0
114645284,114645284,16350,16350,1,Good,Good,0
114645285,114645285,16350,16350,1,Good,Good,0
114645286,114645286,16350,16350,1,Good,Good,0
114645287,114645287,16350,16350,1,Good,Good,0
114645288,114645288,16350,16350,1,Good,Good,0
114655353,114655353,14900,14900,3e-07,Good,Good,1
